lat,lon,country
61.3,-151.66,United States
61.67,-150.2,United States
36.55,-121.1,United States
32.98,-114.79,United States
31.67,-104.42,United States
18.04,-66.48,United States
38.77,-122.72,United States
60.05,-153.04,United States
64.37,-147.39,United States
61.63,-150.95,United States
37.54,-118.53,United States
37.57,-118.48,United States
32.34,-101.07,United States
60.0,-152.91,United States
32.78,-116.07,United States
36.73,-116.3,United States
-0.67,123.28,Indonesia
32.56,-115.67,Mexico
61.54,-150.16,United States
63.35,-145.53,United States
35.56,-97.29,United States
35.69,-118.39,United States
63.27,-150.48,United States
31.68,-104.34,United States
36.55,-121.11,United States
64.82,-147.48,United States
28.89,-98.94,United States
60.03,-153.1,United States
35.89,-117.69,United States
19.78,121.29,Philippines
31.73,-104.53,United States
36.75,-116.27,United States
39.34,-120.13,United States
18.16,-68.62,Dominican Republic
39.38,-111.94,United States
61.69,-149.98,United States
33.73,-116.0,United States
38.69,-122.5,United States
61.29,-147.38,United States
61.06,-150.9,United States
32.11,-101.92,United States
31.61,-104.09,United States
-0.69,123.28,Indonesia
19.85,121.48,Philippines
33.7,-116.77,United States
46.26,-111.92,United States
51.39,-178.5,United States
28.89,-98.95,United States
61.34,-152.26,United States
56.17,-159.46,United States
37.29,-112.76,United States
19.5,-155.18,United States
63.25,-150.67,United States
65.3,-149.05,United States
46.11,-122.41,United States
32.36,-102.15,United States
62.17,-149.82,United States
61.57,-150.93,United States
38.74,-122.71,United States
31.55,-103.96,United States
44.65,-114.36,United States
34.06,-117.07,United States
58.26,-155.56,United States
44.8,-110.86,United States
31.36,-103.46,United States
57.04,-135.7,United States
36.47,-98.8,United States
47.82,-114.12,United States
34.36,-116.9,United States
63.49,-147.32,United States
61.09,-152.51,United States
18.23,-66.96,United States
63.07,-150.79,United States
31.62,-104.12,United States
45.92,-118.23,United States
58.16,-155.37,United States
31.69,-104.31,United States
35.88,-117.49,United States
62.58,-149.03,United States
61.67,-149.53,United States
31.7,-104.29,United States
57.64,-154.47,United States
32.28,-101.89,United States
19.84,121.26,Philippines
28.86,-98.98,United States
52.04,178.31,United States
28.87,-98.91,United States
58.97,-152.96,United States
34.38,-97.43,United States
31.56,-104.17,United States
62.66,-148.81,United States
60.51,-152.07,United States
62.41,-149.92,United States
-10.25,-74.26,Peru
32.03,-103.02,United States
61.3,-152.46,United States
32.06,-103.06,United States
40.04,-111.87,United States
58.24,-154.89,United States
35.89,-117.7,United States
60.01,-153.1,United States
65.01,-147.49,United States
41.92,-119.63,United States
32.07,-103.71,United States
32.1,-102.13,United States
31.67,-104.18,United States
35.63,-98.05,United States
59.92,-152.36,United States
36.02,-117.81,United States
31.63,-104.24,United States
41.92,-119.61,United States
60.16,-152.63,United States
18.65,-66.94,United States
61.12,-147.53,United States
36.52,70.76,Afghanistan
28.96,-98.28,United States
-24.26,-67.28,Argentina
36.56,-121.08,United States
32.09,-101.62,United States
31.65,-104.42,United States
32.44,-101.74,United States
44.46,-115.2,United States
48.09,-121.93,United States
61.49,-151.28,United States
33.14,-116.28,United States
41.88,-112.48,United States
35.44,-120.86,United States
18.42,-69.2,Dominican Republic
62.28,-152.03,United States
54.12,-166.02,United States
40.74,-122.32,United States
33.97,-116.89,United States
33.97,-116.87,United States
41.9,-119.61,United States
61.31,-151.66,United States
53.84,-166.48,United States
53.85,-166.48,United States
38.97,-123.36,United States
2.1,126.68,Indonesia
33.51,-116.44,United States
67.48,-161.61,United States
62.19,-150.09,United States
34.0,-116.73,United States
60.25,-152.22,United States
60.13,-152.52,United States
35.63,-98.03,United States
37.53,-115.36,United States
-27.91,-66.36,Argentina
63.5,-148.02,United States
37.27,71.23,Afghanistan
61.96,-150.41,United States
34.04,-116.0,United States
60.48,-151.56,United States
31.9,-101.74,United States
65.94,-150.78,United States
54.12,-166.03,United States
31.75,-104.19,United States
33.35,-116.36,United States
33.12,-116.62,United States
60.76,-152.03,United States
44.64,-110.35,United States
38.75,-122.71,United States
35.8,-95.02,United States
32.43,-102.07,United States
-5.5,147.06,Papua New Guinea
60.25,-152.77,United States
31.67,-104.37,United States
60.06,-151.67,United States
61.62,-151.3,United States
46.41,-122.39,United States
17.94,-66.91,United States
31.67,-104.36,United States
38.83,-122.84,United States
51.89,179.54,United States
63.45,-146.19,United States
-13.21,166.83,Vanuatu
17.96,-66.92,United States
39.62,-111.22,United States
31.69,-104.12,United States
61.06,-146.63,United States
62.78,-144.4,United States
47.47,-115.78,United States
38.8,-122.82,United States
39.33,-120.14,United States
53.89,-166.89,United States
53.9,-166.89,United States
60.29,-143.32,United States
43.16,-110.9,United States
35.68,-117.53,United States
33.64,-117.01,United States
-38.76,177.58,New Zealand
35.86,-117.69,United States
35.86,-117.7,United States
61.13,-152.33,United States
39.59,-123.37,United States
33.71,-116.83,United States
9.52,-84.24,Costa Rica
18.05,-66.84,United States
63.11,-150.89,United States
17.97,-66.82,United States
-19.11,169.67,Vanuatu
37.64,-122.46,United States
35.34,-117.81,United States
40.39,-124.06,United States
60.5,-151.09,United States
41.91,-119.63,United States
17.98,-66.81,United States
31.64,-104.44,United States
34.25,-96.46,United States
22.69,96.02,Myanmar
33.49,-116.49,United States
33.48,-116.49,United States
63.74,-147.01,United States
-4.06,129.73,Indonesia
40.3,-124.4,United States
37.66,-122.06,United States
63.11,-150.45,United States
38.8,-122.83,United States
33.47,-116.46,United States
17.88,-66.92,United States
33.3,-116.8,United States
44.34,-115.02,United States
36.14,-117.85,United States
33.27,-116.42,United States
36.79,-116.09,United States
59.54,-153.19,United States
39.16,-119.03,United States
60.5,-152.66,United States
31.22,-103.47,United States
61.67,-150.81,United States
33.71,-116.73,United States
31.93,-102.1,United States
37.14,-121.52,United States
32.06,-103.72,United States
62.44,-148.15,United States
39.15,-119.06,United States
34.22,-117.43,United States
39.12,-111.49,United States
58.18,-155.36,United States
36.84,54.84,Iran
33.52,-116.51,United States
36.57,-121.14,United States
33.98,-116.99,United States
65.23,-150.29,United States
17.99,-66.82,United States
60.14,-150.74,United States
36.57,-121.13,United States
38.81,-119.63,United States
34.02,-117.22,United States
33.55,-116.78,United States
35.08,-119.15,United States
60.47,-152.83,United States
59.51,-151.96,United States
33.28,-116.43,United States
59.05,-153.17,United States
31.69,-115.96,Mexico
39.32,-119.11,United States
61.3,-152.45,United States
63.25,-153.92,United States
37.46,-118.81,United States
39.11,-111.5,United States
39.0,-111.4,United States
60.73,-145.24,United States
59.9,-152.59,United States
32.42,-102.03,United States
60.77,-149.0,United States
54.67,-160.14,United States
47.58,-122.74,United States
63.53,-150.98,United States
19.27,-155.49,United States
-1.98,117.5,Indonesia
33.31,-116.42,United States
39.16,-119.06,United States
59.36,-153.44,United States
36.75,-116.13,United States
64.98,-147.37,United States
38.76,-122.75,United States
37.37,-121.73,United States
45.7,-112.15,United States
60.49,-143.02,United States
37.41,-118.59,United States
60.74,-150.02,United States
36.95,-121.56,United States
59.81,-153.47,United States
33.85,-117.65,United States
45.69,-112.16,United States
-24.25,-69.76,Chile
32.39,-115.22,Mexico
36.45,-96.76,United States
36.04,-96.53,United States
32.31,-101.85,United States
44.24,-110.78,United States
18.25,-67.08,United States
43.57,-110.61,United States
31.43,-103.84,United States
18.24,-66.13,United States
33.73,-116.83,United States
-0.19,99.22,Indonesia
35.96,-97.95,United States
37.98,-122.46,United States
36.05,-120.88,United States
36.05,-120.89,United States
32.45,-102.03,United States
35.06,-118.35,United States
31.71,-104.3,United States
31.71,-104.28,United States
46.54,-111.97,United States
38.83,-122.83,United States
33.84,-117.5,United States
31.65,-104.11,United States
32.01,-101.74,United States
59.52,-153.64,United States
-6.62,129.92,Indonesia
38.11,-118.36,United States
63.16,-150.4,United States
29.18,-97.61,United States
61.3,-152.5,United States
60.55,-147.91,United States
32.57,-101.12,United States
35.71,-118.09,United States
32.19,-100.97,United States
38.83,-122.79,United States
59.85,-152.11,United States
61.32,-152.26,United States
62.13,-165.67,United States
37.99,-121.96,United States
45.01,-111.83,United States
52.16,-176.27,United States
34.0,-117.1,United States
33.54,-116.73,United States
19.22,-155.36,United States
31.7,-104.17,United States
35.68,-117.52,United States
61.2,-152.43,United States
59.98,-152.65,United States
33.26,-116.37,United States
44.33,-114.98,United States
44.32,-115.02,United States
37.46,-121.71,United States
-21.11,-179.03,Fiji
58.16,-155.36,United States
61.43,-149.39,United States
62.12,-151.54,United States
32.56,-101.09,United States
32.1,-102.11,United States
-24.07,-66.72,Argentina
36.99,-116.11,United States
32.56,-101.11,United States
33.39,-116.31,United States
35.35,-117.8,United States
61.64,-149.53,United States
37.56,-118.78,United States
38.4,-117.98,United States
54.75,-164.15,United States
33.38,-116.29,United States
44.26,-110.79,United States
36.7,-116.36,United States
63.57,-147.12,United States
-6.08,142.66,Papua New Guinea
60.43,-152.66,United States
32.43,-102.05,United States
33.46,-116.41,United States
45.25,-111.72,United States
38.49,-118.48,United States
63.04,-149.65,United States
61.88,-149.3,United States
38.82,-122.76,United States
33.83,-117.02,United States
32.35,-102.1,United States
44.25,-110.79,United States
48.4,-122.41,United States
38.49,-118.49,United States
60.05,-153.07,United States
63.8,-149.18,United States
61.33,-152.24,United States
23.45,94.48,Myanmar
33.92,-116.04,United States
36.09,-117.87,United States
54.11,-166.04,United States
61.01,-152.35,United States
66.8,-145.96,United States
36.24,-97.17,United States
54.09,-166.11,United States
35.73,-121.14,United States
31.66,-104.43,United States
19.26,-155.39,United States
36.83,-116.22,United States
37.77,-121.98,United States
57.48,-155.88,United States
39.01,-118.87,United States
32.41,-102.14,United States
34.83,-97.73,United States
44.22,-110.36,United States
54.61,-159.89,United States
33.94,-116.78,United States
-7.5,125.85,Indonesia
36.21,69.08,Afghanistan
34.34,-117.57,United States
60.03,-153.01,United States
61.67,-148.07,United States
61.32,-152.24,United States
59.82,-152.92,United States
54.66,-159.96,United States
65.96,-151.07,United States
45.28,-122.94,United States
36.41,-120.98,United States
33.37,-116.88,United States
37.25,-118.2,United States
41.89,-119.61,United States
41.95,-119.64,United States
33.72,-116.76,United States
60.4,-152.02,United States
31.61,-104.05,United States
33.67,-117.4,United States
31.95,-102.05,United States
33.99,-117.19,United States
46.86,-121.77,United States
62.13,-148.09,United States
32.15,-101.46,United States
39.03,-123.08,United States
19.31,-155.43,United States
59.88,-153.27,United States
51.91,-173.16,United States
38.9,-122.99,United States
41.94,-119.65,United States
54.66,-159.93,United States
54.68,-159.99,United States
33.06,-116.6,United States
19.08,-155.36,United States
54.69,-160.13,United States
54.6,-159.59,United States
36.45,-112.33,United States
54.75,-159.86,United States
61.7,-149.5,United States
54.82,-160.23,United States
54.62,-159.87,United States
54.7,-159.93,United States
39.21,-111.64,United States
60.34,-151.85,United States
54.72,-160.17,United States
36.25,-95.84,United States
54.66,-159.88,United States
54.7,-160.32,United States
40.93,-116.23,United States
54.62,-159.85,United States
54.68,-160.2,United States
62.29,-149.13,United States
54.68,-160.1,United States
54.74,-160.33,United States
54.74,-160.22,United States
54.61,-159.82,United States
54.62,-159.86,United States
54.6,-159.79,United States
33.58,-116.71,United States
46.51,-122.39,United States
33.98,-117.22,United States
35.51,-118.4,United States
32.6,-116.99,United States
51.95,-173.39,United States
38.78,-122.72,United States
34.5,-118.94,United States
63.21,-151.06,United States
58.28,-154.97,United States
37.41,-121.77,United States
36.18,-95.87,United States
31.55,-104.13,United States
46.01,-112.46,United States
60.12,-152.52,United States
34.38,-96.84,United States
35.62,-117.47,United States
58.29,-154.96,United States
42.88,-122.87,United States
53.29,-167.37,United States
31.65,-104.48,United States
36.26,-117.7,United States
44.55,-122.82,United States
62.1,-149.17,United States
0.04,123.42,Indonesia
18.06,-66.23,United States
33.54,-116.71,United States
40.31,-112.12,United States
53.68,-166.87,United States
36.56,-121.1,United States
18.21,-66.95,United States
61.33,-152.25,United States
61.32,-152.25,United States
19.25,-155.38,United States
-7.32,127.68,Indonesia
46.53,-122.31,United States
62.77,-149.37,United States
31.6,-103.97,United States
33.79,-116.08,United States
33.04,-116.58,United States
37.15,-121.53,United States
54.65,-162.71,United States
37.23,-118.2,United States
33.5,-116.92,United States
52.08,-173.38,United States
33.03,-80.16,United States
35.7,-117.53,United States
46.2,-122.19,United States
32.74,-115.42,United States
33.68,-117.4,United States
19.09,-155.36,United States
34.51,-118.94,United States
19.26,-155.38,United States
19.27,-155.38,United States
59.92,-152.8,United States
33.5,-116.49,United States
33.35,-116.75,United States
-28.12,-70.79,Chile
33.67,-116.74,United States
35.62,-98.05,United States
33.54,-116.78,United States
51.62,-177.07,United States
33.16,-115.67,United States
35.68,-117.42,United States
35.32,-117.82,United States
39.73,-117.43,United States
-37.87,-73.71,Chile
32.93,-115.62,United States
63.3,-150.53,United States
61.62,-150.71,United States
37.46,-117.89,United States
32.45,-102.04,United States
19.37,-155.49,United States
61.1,-150.71,United States
-21.41,-68.48,Chile
35.93,-120.47,United States
33.71,-116.76,United States
60.98,-150.79,United States
36.3,-89.49,United States
60.47,-152.79,United States
31.49,-103.88,United States
58.17,-155.37,United States
62.14,-150.89,United States
35.62,-117.61,United States
39.89,-122.5,United States
33.4,-116.43,United States
38.77,-122.7,United States
31.72,-104.22,United States
32.07,-103.73,United States
64.25,-145.83,United States
63.25,-145.41,United States
31.59,-103.93,United States
60.51,-152.75,United States
38.72,-97.01,United States
46.87,-111.94,United States
60.11,-152.67,United States
60.78,-149.52,United States
33.24,-116.05,United States
32.82,-116.07,United States
64.49,-146.91,United States
36.06,-117.65,United States
45.67,-111.91,United States
45.89,-121.97,United States
48.42,-124.62,United States
62.32,-150.51,United States
51.68,-177.07,United States
60.88,-150.74,United States
41.18,-116.72,United States
39.29,-120.01,United States
35.68,-117.51,United States
19.34,-155.18,United States
41.21,-116.73,United States
41.2,-116.73,United States
36.17,-118.03,United States
36.53,-121.11,United States
60.52,-152.97,United States
52.19,-174.05,United States
39.43,-120.3,United States
33.7,-116.71,United States
39.43,-120.29,United States
51.99,-176.38,United States
46.95,-112.45,United States
17.93,-66.46,United States
39.44,-120.28,United States
17.96,-65.69,United States
17.96,-65.72,United States
41.56,-112.93,United States
35.73,-117.56,United States
34.52,-118.94,United States
51.8,-175.97,United States
59.36,-152.29,United States
38.79,-122.74,United States
36.77,-121.3,United States
58.29,-155.0,United States
33.94,-116.72,United States
19.16,-155.5,United States
62.36,-147.79,United States
60.58,-150.56,United States
35.77,-117.58,United States
38.05,-112.68,United States
35.24,-93.06,United States
17.91,-65.69,United States
37.36,-121.74,United States
31.5,-104.04,United States
63.84,-148.91,United States
51.85,-177.76,United States
33.79,-116.09,United States
39.22,-120.07,United States
58.12,-153.42,United States
42.02,139.45,Japan
17.94,-65.7,United States
60.2,-152.61,United States
63.22,-143.04,United States
63.89,-148.9,United States
32.26,-101.91,United States
61.17,-152.31,United States
63.83,-148.9,United States
42.43,72.33,Kyrgyzstan
36.46,-98.08,United States
31.66,-104.38,United States
61.39,-141.67,United States
55.98,-159.66,United States
55.97,-159.7,United States
18.45,120.72,Philippines
55.97,-159.68,United States
63.17,-150.63,United States
61.39,-150.12,United States
65.06,-148.73,United States
31.66,-104.45,United States
36.46,-117.63,United States
31.5,-103.98,United States
34.71,-119.08,United States
35.02,-117.68,United States
32.76,-109.48,United States
33.52,-117.07,United States
62.7,-149.04,United States
64.98,-147.38,United States
60.54,-152.46,United States
32.9,-115.52,United States
37.71,-118.78,United States
36.17,-117.99,United States
36.02,-117.8,United States
37.33,-122.14,United States
13.14,144.61,United States
33.2,-116.82,United States
-24.33,-67.13,Argentina
32.27,-101.89,United States
35.76,-117.58,United States
61.88,-150.93,United States
36.03,-117.78,United States
32.25,-101.91,United States
38.85,-122.82,United States
-6.25,142.22,Papua New Guinea
61.33,-152.54,United States
20.03,-155.59,United States
21.97,96.07,Myanmar
-22.33,-66.16,Argentina
38.78,-122.75,United States
38.79,-122.92,United States
61.31,-152.3,United States
31.66,-104.42,United States
31.65,-104.43,United States
47.44,-121.83,United States
32.98,-116.29,United States
33.23,-116.05,United States
61.29,-152.34,United States
19.17,-155.48,United States
61.21,-146.89,United States
35.07,-118.31,United States
46.0,-112.47,United States
61.31,-146.61,United States
36.71,-121.37,United States
45.93,-111.49,United States
52.32,-174.12,United States
-18.05,-178.44,Fiji
34.03,-117.24,United States
33.72,-116.78,United States
35.28,-118.46,United States
31.59,-104.28,United States
-3.48,129.51,Indonesia
38.84,-122.37,United States
61.9,-151.11,United States
33.32,-116.4,United States
83.28,-32.61,Greenland
29.26,129.43,Japan
58.35,-154.67,United States
60.99,-151.52,United States
58.87,-153.77,United States
60.19,-153.12,United States
35.05,-118.96,United States
54.73,-162.26,United States
59.35,-153.44,United States
38.2,-114.07,United States
47.68,-120.29,United States
44.33,-115.14,United States
59.66,-152.92,United States
60.77,-151.86,United States
46.91,-121.94,United States
38.83,70.43,Tajikistan
34.53,-97.21,United States
45.03,-111.81,United States
33.64,-116.71,United States
36.4,-97.08,United States
36.47,-96.82,United States
63.15,-150.51,United States
59.32,-152.99,United States
60.95,-149.88,United States
37.43,-118.61,United States
37.56,-119.17,United States
0.22,125.97,Indonesia
59.61,-153.12,United States
36.47,140.57,Japan
61.53,-151.62,United States
35.62,-98.03,United States
46.31,-122.37,United States
33.81,-116.89,United States
63.58,-147.37,United States
33.74,-116.0,United States
60.06,-152.8,United States
45.02,-111.82,United States
34.52,-118.93,United States
64.76,-148.9,United States
36.48,-116.21,United States
36.45,-120.9,United States
36.95,-117.54,United States
21.71,120.96,Taiwan
35.81,-120.43,United States
39.84,-111.99,United States
32.06,-103.74,United States
62.11,-149.19,United States
61.6,-150.59,United States
63.23,-151.8,United States
36.46,-117.97,United States
32.41,-102.12,United States
61.33,-152.53,United States
34.53,-97.19,United States
35.5,-118.41,United States
35.28,-118.4,United States
31.45,-103.87,United States
32.37,-102.18,United States
36.9,-116.01,United States
60.79,-147.31,United States
61.89,-151.11,United States
38.73,-112.56,United States
39.24,-99.45,United States
36.26,-89.53,United States
62.0,-150.67,United States
34.23,-117.45,United States
64.37,-146.68,United States
58.28,-154.96,United States
34.23,-117.46,United States
61.12,-147.59,United States
33.85,-117.73,United States
63.11,-149.36,United States
51.51,-177.34,United States
61.47,-146.5,United States
33.93,-116.8,United States
-17.37,-71.26,Peru
33.34,-116.34,United States
31.53,-103.89,United States
39.56,-110.35,United States
19.16,-155.51,United States
19.14,-155.5,United States
58.3,-154.97,United States
36.06,-117.84,United States
17.95,-66.98,United States
32.1,-101.96,United States
34.93,-120.4,United States
62.52,-150.56,United States
36.75,-121.26,United States
36.44,-113.97,United States
36.53,-114.91,United States
58.42,-153.7,United States
-8.48,116.02,Indonesia
61.36,-151.9,United States
59.8,-152.18,United States
61.47,-146.54,United States
35.69,-117.52,United States
44.17,-113.6,United States
35.61,-98.07,United States
37.49,-116.27,United States
61.49,-150.07,United States
36.8,54.86,Iran
63.28,-150.52,United States
38.16,-117.96,United States
40.24,-124.19,United States
63.13,-151.47,United States
35.88,-97.93,United States
34.44,-119.31,United States
61.13,-147.86,United States
35.31,-117.82,United States
32.49,-101.09,United States
32.02,-103.78,United States
51.91,179.57,United States
37.15,-121.57,United States
61.96,-144.1,United States
31.88,-102.42,United States
37.49,-118.79,United States
33.85,-117.72,United States
17.98,-66.92,United States
64.97,-148.84,United States
19.24,-155.38,United States
39.5,-110.34,United States
32.27,-101.92,United States
37.24,-117.69,United States
29.32,129.46,Japan
42.46,-111.85,United States
31.92,-101.74,United States
4.18,126.61,Indonesia
37.23,-117.7,United States
47.91,-122.68,United States
36.79,-116.08,United States
33.18,-116.15,United States
64.42,-147.63,United States
33.95,-117.42,United States
31.9,-101.52,United States
18.14,120.65,Philippines
17.93,-66.89,United States
31.89,-102.41,United States
61.54,-150.93,United States
58.29,-154.98,United States
36.54,-117.0,United States
33.89,-116.86,United States
-2.63,129.54,Indonesia
60.3,-141.43,United States
36.76,-115.83,United States
35.26,-118.94,United States
46.81,-121.96,United States
37.19,-118.43,United States
60.84,-150.51,United States
28.76,-98.85,United States
58.26,-154.81,United States
28.75,-98.83,United States
32.02,-103.77,United States
34.0,-117.25,United States
62.1,-152.64,United States
47.89,-122.68,United States
19.21,-155.46,United States
61.94,-149.32,United States
35.92,-95.17,United States
53.88,-166.94,United States
-2.89,129.55,Indonesia
38.23,-115.98,United States
17.93,-95.16,Mexico
18.15,-67.96,United States
31.68,-104.46,United States
48.62,-117.97,United States
33.97,-116.99,United States
45.09,-111.72,United States
52.84,-169.74,United States
37.41,-122.22,United States
32.1,-101.06,United States
49.3,-120.47,Canada
32.12,-101.04,United States
19.19,-155.61,United States
62.57,-151.04,United States
61.2,-150.19,United States
52.83,-169.77,United States
53.86,-166.97,United States
53.82,-166.97,United States
53.86,-166.96,United States
31.59,-104.18,United States
48.82,-122.65,United States
59.84,-150.78,United States
44.64,-112.39,United States
35.88,-97.94,United States
35.63,-98.04,United States
63.63,-150.09,United States
65.63,-144.72,United States
-17.81,-70.19,Peru
54.73,-163.43,United States
33.34,-115.76,United States
36.24,-95.82,United States
65.21,-152.84,United States
34.37,-96.83,United States
19.33,-155.19,United States
63.05,-151.35,United States
34.51,-97.27,United States
33.98,-116.74,United States
33.84,-116.18,United States
60.16,-151.53,United States
49.01,-122.06,Canada
31.61,-104.28,United States
37.04,-116.2,United States
32.1,-101.94,United States
32.65,-115.7,Mexico
64.03,-148.8,United States
35.59,-98.19,United States
58.17,-155.49,United States
58.17,-155.36,United States
61.6,-152.16,United States
55.35,-160.38,United States
35.41,-84.96,United States
37.29,-121.6,United States
64.84,-148.42,United States
62.16,-152.07,United States
37.6,-118.83,United States
60.32,-147.44,United States
32.11,-101.47,United States
34.4,-119.56,United States
37.03,-116.2,United States
62.88,-149.0,United States
61.22,-147.44,United States
-3.41,140.29,Indonesia
59.76,-153.56,United States
1.33,126.62,Indonesia
43.25,-120.39,United States
62.75,-150.92,United States
31.65,-104.49,United States
52.08,-176.13,United States
52.86,-169.64,United States
65.88,-152.5,United States
35.75,-117.61,United States
33.74,-117.53,United States
33.8,-116.13,United States
-2.07,120.72,Indonesia
57.67,-155.99,United States
52.07,-176.18,United States
39.89,-112.9,United States
59.87,-153.33,United States
36.77,-116.25,United States
33.75,-116.78,United States
58.31,-154.61,United States
52.85,-169.84,United States
58.15,-155.4,United States
-2.84,129.54,Indonesia
34.81,-116.43,United States
52.79,-169.87,United States
48.91,-122.99,United States
40.31,-124.51,United States
37.47,-118.81,United States
58.24,-155.13,United States
40.49,63.24,Uzbekistan
51.75,-178.16,United States
52.82,-169.86,United States
-17.73,-178.75,Fiji
39.62,-120.0,United States
39.41,-111.87,United States
19.03,-155.4,United States
64.5,-146.77,United States
61.08,-151.13,United States
56.14,-159.49,United States
64.93,-146.74,United States
32.32,-101.82,United States
61.33,-152.06,United States
39.27,-123.23,United States
61.3,-147.29,United States
36.7,-116.31,United States
58.18,-155.33,United States
32.76,-116.85,United States
36.62,-115.77,United States
56.98,-157.79,United States
53.94,-166.59,United States
38.85,-122.85,United States
36.64,-115.74,United States
21.63,99.93,Myanmar
33.2,-116.01,United States
48.13,-122.65,United States
39.16,-119.02,United States
61.03,-147.39,United States
32.31,-101.84,United States
36.91,-113.67,United States
44.66,-114.37,United States
36.56,-121.17,United States
32.09,-101.49,United States
44.26,-115.14,United States
35.67,-98.09,United States
59.5,-152.96,United States
35.62,-98.06,United States
31.66,-104.21,United States
35.62,-98.01,United States
45.81,-113.54,United States
35.93,-118.32,United States
-6.15,131.21,Indonesia
58.32,-154.63,United States
1.34,126.5,Indonesia
36.61,-115.81,United States
17.93,-67.05,United States
48.74,-121.85,United States
60.31,-141.97,United States
36.64,-115.75,United States
37.15,-121.55,United States
37.29,-122.21,United States
35.61,-117.59,United States
37.81,-121.98,United States
-0.63,123.26,Indonesia
31.65,-104.3,United States
37.07,-121.5,United States
61.55,-151.34,United States
31.74,-104.11,United States
35.99,-120.54,United States
61.46,-151.91,United States
46.85,-122.0,United States
63.48,-148.24,United States
39.55,-122.0,United States
36.12,-117.89,United States
32.11,-101.53,United States
32.12,-101.54,United States
60.76,-149.95,United States
39.21,-120.08,United States
36.96,-121.59,United States
32.46,-102.03,United States
62.6,-149.9,United States
48.29,-114.2,United States
60.19,-151.12,United States
62.38,-149.97,United States
59.8,-152.92,United States
39.35,-119.99,United States
62.41,-149.93,United States
47.78,-113.79,United States
38.72,-112.55,United States
19.21,-155.45,United States
53.84,-166.93,United States
44.68,-110.03,United States
18.6,-68.82,Dominican Republic
60.37,-152.2,United States
61.26,-152.18,United States
61.25,-152.19,United States
61.01,-150.78,United States
63.3,-150.72,United States
35.94,-117.68,United States
21.61,99.77,Myanmar
51.9,179.51,United States
32.93,-116.23,United States
35.04,-117.68,United States
29.33,129.55,Japan
33.18,-115.61,United States
33.05,-116.16,United States
37.61,-118.87,United States
58.28,-155.01,United States
61.32,-152.53,United States
32.41,-102.07,United States
60.04,-153.51,United States
1.65,127.37,Indonesia
52.31,-174.2,United States
45.34,-110.14,United States
51.51,-179.37,United States
37.38,-121.74,United States
59.96,-153.29,United States
48.12,-121.28,United States
36.49,70.69,Afghanistan
32.27,-101.86,United States
49.33,-120.49,Canada
22.77,95.92,Myanmar
59.82,-153.2,United States
51.55,-178.18,United States
32.4,-101.71,United States
34.01,-117.2,United States
33.87,-117.76,United States
36.03,-120.6,United States
-22.57,-67.6,Bolivia
44.64,-110.05,United States
31.66,-104.26,United States
36.18,-118.03,United States
-20.05,-69.05,Chile
62.38,-149.14,United States
65.19,-166.85,United States
54.74,-163.42,United States
19.34,-68.46,Dominican Republic
56.96,-156.3,United States
33.35,-116.41,United States
33.78,-116.09,United States
36.12,-120.51,United States
33.88,-116.95,United States
51.39,-178.49,United States
36.74,-121.47,United States
35.11,-119.13,United States
63.1,-149.12,United States
-18.88,-174.72,Tonga
36.75,-115.86,United States
19.2,-155.49,United States
63.05,-149.89,United States
32.36,-102.03,United States
44.7,-114.24,United States
55.33,-160.38,United States
52.46,-174.36,United States
31.64,-104.07,United States
34.03,-117.25,United States
51.39,-178.25,United States
54.73,-159.92,United States
51.65,-178.53,United States
52.15,-176.22,United States
58.16,-155.33,United States
51.85,-177.77,United States
36.87,-121.58,United States
57.07,-135.72,United States
57.06,-135.7,United States
58.17,-155.32,United States
39.49,-123.12,United States
34.25,-117.03,United States
34.25,-117.02,United States
36.8,-116.14,United States
31.67,-104.33,United States
29.29,129.49,Japan
36.48,-121.09,United States
-6.67,130.17,Indonesia
31.66,-104.36,United States
54.83,-160.39,United States
54.73,-163.42,United States
37.39,-121.74,United States
37.94,-118.7,United States
33.37,-116.87,United States
60.15,-152.86,United States
42.11,-120.22,United States
54.75,-163.38,United States
51.99,179.5,United States
54.25,-164.47,United States
52.11,-174.37,United States
17.99,-66.84,United States
58.2,-155.29,United States
32.2,-100.95,United States
38.77,-122.74,United States
51.37,179.76,United States
36.68,-121.36,United States
35.99,-120.55,United States
39.4,-123.35,United States
35.99,-91.2,United States
58.26,-155.01,United States
35.57,-118.37,United States
44.57,-112.49,United States
36.94,-121.29,United States
29.25,129.64,Japan
44.64,-110.04,United States
29.27,129.66,Japan
44.64,-110.03,United States
61.26,-152.19,United States
52.09,-176.16,United States
33.11,-116.41,United States
45.08,-111.78,United States
6.96,-73.21,Colombia
59.55,-152.9,United States
33.8,-116.72,United States
35.07,-119.09,United States
36.76,-115.8,United States
61.38,-147.91,United States
18.53,-69.64,Dominican Republic
34.83,-116.4,United States
36.09,-117.86,United States
37.62,-122.52,United States
37.41,-121.76,United States
54.09,-165.29,United States
31.88,-102.41,United States
37.56,-112.78,United States
39.35,-119.98,United States
44.53,-114.26,United States
32.89,-115.97,United States
53.55,-167.5,United States
38.24,-118.35,United States
47.5,-122.79,United States
37.02,-115.94,United States
35.54,-96.75,United States
33.66,-116.77,United States
62.93,-148.37,United States
32.03,-101.82,United States
