lat,lon,country
36.76,-115.98,United States
35.88,-97.36,United States
39.85,-120.63,United States
33.5,-116.48,United States
51.55,-176.34,United States
51.1,-178.91,United States
44.79,-110.99,United States
51.77,178.53,United States
61.38,-149.98,United States
-18.14,168.37,Vanuatu
46.97,-112.93,United States
-24.18,-66.78,Argentina
44.68,-110.02,United States
44.36,-116.12,United States
44.24,-114.07,United States
19.17,-155.5,United States
61.3,-152.55,United States
51.92,-177.18,United States
53.73,-166.96,United States
13.56,120.82,Philippines
32.63,-115.57,Mexico
33.43,-116.39,United States
35.78,-117.59,United States
36.76,-115.81,United States
40.47,-122.03,United States
53.54,-167.45,United States
14.5,-90.69,Guatemala
32.74,-100.67,United States
67.5,-161.37,United States
18.02,-66.79,United States
19.27,-155.3,United States
34.08,-117.28,United States
66.03,-151.54,United States
61.6,-146.51,United States
-22.61,-68.03,Chile
60.32,-152.31,United States
60.03,-153.33,United States
34.64,-119.01,United States
52.14,-176.18,United States
32.79,-115.83,United States
29.07,-97.83,United States
33.87,-117.77,United States
61.54,-146.4,United States
48.6,-114.69,United States
39.8,-123.61,United States
35.87,-117.66,United States
54.73,-163.41,United States
61.66,-150.25,United States
32.14,-101.07,United States
61.31,-152.46,United States
34.05,-117.13,United States
44.35,-116.12,United States
38.81,-122.76,United States
38.52,-118.48,United States
33.16,-115.63,United States
32.05,-103.72,United States
58.86,-154.24,United States
36.77,-115.83,United States
67.24,-157.58,United States
36.76,-115.82,United States
62.99,-151.52,United States
63.13,-144.38,United States
59.96,-151.38,United States
44.59,-112.33,United States
44.57,-112.48,United States
60.0,-147.0,United States
34.0,-116.83,United States
67.49,-161.43,United States
54.72,-163.41,United States
37.3,-116.04,United States
36.3,-120.86,United States
61.76,-144.31,United States
61.75,-144.27,United States
51.75,-179.06,United States
32.36,-102.21,United States
58.16,-155.38,United States
32.92,-116.41,United States
34.15,-116.55,United States
31.71,-101.7,United States
32.93,-115.55,United States
-20.93,-178.76,Fiji
31.74,-104.05,United States
33.15,-115.63,United States
62.26,-152.3,United States
61.24,-146.95,United States
59.99,-153.23,United States
55.53,-159.95,United States
62.1,-148.86,United States
40.87,-123.15,United States
54.72,-163.93,United States
34.02,-117.2,United States
61.32,-147.87,United States
55.78,-159.41,United States
17.99,-66.5,United States
35.66,-98.04,United States
-5.96,146.37,Papua New Guinea
36.49,-121.09,United States
52.14,-176.33,United States
37.32,-114.64,United States
54.73,-163.4,United States
-8.23,-74.4,Peru
51.57,-176.98,United States
46.0,-111.04,United States
19.35,-155.21,United States
56.13,-159.45,United States
51.96,178.44,United States
18.06,-66.83,United States
46.92,-121.95,United States
63.25,-148.2,United States
36.64,-116.27,United States
57.36,-155.13,United States
64.31,-147.44,United States
53.89,-167.01,United States
47.48,-122.62,United States
38.55,-122.76,United States
38.79,-122.72,United States
33.97,-117.88,United States
-17.51,-178.7,Fiji
59.83,-153.07,United States
31.7,-104.37,United States
61.35,-147.85,United States
51.98,-176.41,United States
39.58,-123.37,United States
51.4,-178.31,United States
38.83,70.9,Tajikistan
33.35,-116.91,United States
33.28,-116.65,United States
38.83,-122.87,United States
33.86,-117.84,United States
39.38,-112.1,United States
36.46,-121.07,United States
36.47,-121.07,United States
52.79,-169.84,United States
36.38,-120.92,United States
31.6,-104.53,United States
57.59,-156.26,United States
51.77,-178.91,United States
51.95,-177.19,United States
35.64,-98.07,United States
35.8,-117.63,United States
51.53,-176.97,United States
34.99,-119.08,United States
37.5,-118.85,United States
51.44,-178.23,United States
33.17,-115.63,United States
33.16,-115.64,United States
32.64,-115.58,Mexico
60.5,-152.73,United States
54.55,-162.23,United States
17.99,-66.49,United States
33.7,-116.73,United States
58.29,-155.01,United States
35.44,-84.06,United States
62.08,-149.21,United States
34.52,-118.1,United States
56.17,-159.55,United States
34.55,-97.19,United States
31.56,-104.1,United States
33.22,-116.05,United States
35.44,-84.07,United States
19.21,-155.48,United States
37.46,-116.52,United States
37.01,-117.68,United States
59.13,-152.5,United States
61.15,-152.23,United States
36.54,-121.09,United States
44.58,-112.48,United States
61.33,-152.22,United States
19.35,-68.95,Dominican Republic
59.42,-153.04,United States
38.21,20.44,Greece
17.95,-66.33,United States
34.16,-118.44,United States
32.48,-101.67,United States
40.11,-119.66,United States
-9.03,124.02,Indonesia
35.97,-89.9,United States
38.25,-112.64,United States
31.67,-104.45,United States
36.58,-121.2,United States
39.75,-110.98,United States
47.58,-113.92,United States
36.53,-121.08,United States
31.67,-104.49,United States
35.53,-96.76,United States
19.22,-155.5,United States
62.32,-148.88,United States
35.53,-96.77,United States
36.07,-117.86,United States
36.88,-115.96,United States
59.29,-154.54,United States
51.95,-177.17,United States
37.72,-121.97,United States
33.99,-116.78,United States
58.25,-154.95,United States
67.53,-161.39,United States
59.72,-151.99,United States
39.4,-120.19,United States
36.54,-121.07,United States
45.37,-112.6,United States
31.64,-115.99,Mexico
37.19,-113.41,United States
36.54,-121.04,United States
36.56,-121.07,United States
56.15,-159.42,United States
36.55,-121.08,United States
60.32,-152.38,United States
44.68,-112.42,United States
38.74,-122.7,United States
36.92,-117.75,United States
39.18,-119.01,United States
44.64,-110.01,United States
36.18,-120.22,United States
61.2,-152.26,United States
60.29,-153.64,United States
45.36,-112.58,United States
51.82,-177.8,United States
37.81,-121.99,United States
32.33,-101.54,United States
31.3,-103.41,United States
31.65,-104.39,United States
-32.13,-68.45,Argentina
36.16,-114.55,United States
29.0,-97.95,United States
51.41,179.46,United States
33.17,-115.64,United States
35.67,-117.51,United States
40.66,-124.37,United States
43.0,-110.95,United States
32.01,-101.68,United States
32.12,-101.5,United States
54.5,-163.35,United States
36.44,-117.95,United States
-5.55,146.69,Papua New Guinea
59.19,-153.63,United States
36.55,-89.77,United States
33.52,-116.56,United States
52.05,-173.73,United States
33.22,-116.74,United States
51.75,-178.17,United States
53.81,-166.77,United States
17.91,-66.84,United States
1.86,128.54,Indonesia
51.98,179.6,United States
36.87,-115.96,United States
59.94,-152.52,United States
-21.16,-68.58,Chile
35.15,-82.92,United States
37.57,-121.71,United States
52.08,-176.15,United States
58.33,-154.63,United States
59.86,-141.59,United States
59.51,-150.84,United States
46.72,-121.95,United States
29.33,129.45,Japan
29.36,129.37,Japan
36.76,-115.6,United States
44.23,-114.06,United States
44.12,-121.78,United States
33.76,-116.94,United States
39.7,-123.46,United States
33.7,-116.76,United States
32.32,-101.81,United States
31.61,-104.52,United States
52.06,-176.13,United States
61.45,-147.71,United States
51.94,-177.13,United States
63.27,-150.6,United States
52.06,-176.17,United States
35.63,-98.02,United States
32.49,-101.64,United States
32.27,-101.17,United States
17.93,-66.74,United States
33.39,-116.15,United States
59.36,-153.43,United States
31.86,-101.71,United States
56.13,-159.38,United States
33.24,-116.17,United States
36.01,-117.81,United States
37.58,-113.36,United States
36.59,-121.13,United States
58.32,-154.62,United States
32.55,-115.67,Mexico
62.89,-148.36,United States
34.53,-97.2,United States
59.32,-153.14,United States
58.77,-155.28,United States
33.36,-116.37,United States
39.31,-123.27,United States
18.0,-67.09,United States
60.96,-150.77,United States
60.48,-152.6,United States
59.67,-152.11,United States
35.53,-117.45,United States
62.17,-153.27,United States
36.25,-118.3,United States
35.62,-117.48,United States
40.55,-119.84,United States
41.9,-119.58,United States
36.73,-116.14,United States
64.93,-147.74,United States
60.82,-150.82,United States
33.87,-117.51,United States
-4.33,132.57,Indonesia
46.87,-122.26,United States
62.22,-150.12,United States
58.1,-156.31,United States
60.5,-151.69,United States
61.77,-148.32,United States
58.41,-154.53,United States
36.03,-117.77,United States
33.55,-116.23,United States
35.27,-118.62,United States
47.51,-124.51,United States
41.65,-112.41,United States
34.18,-117.93,United States
46.84,-121.76,United States
36.77,-116.26,United States
33.68,-116.76,United States
31.17,-103.59,United States
42.68,143.2,Japan
34.07,-117.28,United States
62.71,-152.16,United States
65.01,-146.09,United States
52.09,-176.18,United States
35.48,-120.59,United States
61.37,-149.5,United States
32.41,-102.15,United States
62.62,-150.28,United States
-10.74,-75.0,Peru
45.34,-122.68,United States
32.4,-102.06,United States
38.31,-118.45,United States
33.12,-115.99,United States
63.26,-145.36,United States
59.98,-151.25,United States
35.96,-117.69,United States
52.08,-176.18,United States
51.92,-177.16,United States
51.93,-177.14,United States
41.77,-112.35,United States
32.1,-102.2,United States
46.89,-112.52,United States
44.63,-112.59,United States
48.56,-122.2,United States
33.73,-116.9,United States
47.92,-122.88,United States
58.76,-153.81,United States
48.32,-122.08,United States
32.64,-115.57,Mexico
52.01,178.43,United States
30.89,-103.71,United States
33.27,-116.43,United States
38.47,-116.48,United States
28.87,76.97,India
35.08,-119.56,United States
47.44,-112.77,United States
36.68,-115.95,United States
33.14,-116.19,United States
33.35,-116.24,United States
61.27,-152.25,United States
48.31,-122.07,United States
33.35,-116.37,United States
35.36,-117.78,United States
36.76,-116.28,United States
33.88,-116.18,United States
31.52,-104.14,United States
31.05,-103.36,United States
36.32,-89.49,United States
3.15,97.24,Indonesia
52.06,-176.12,United States
60.9,-150.1,United States
38.15,20.37,Greece
62.46,-149.49,United States
38.81,-122.83,United States
61.92,-144.04,United States
40.72,-112.08,United States
39.42,-111.07,United States
51.36,-178.68,United States
55.29,-160.41,United States
32.17,-100.99,United States
32.02,-103.94,United States
51.57,-176.67,United States
33.16,-115.65,United States
39.37,-99.81,United States
57.63,-154.15,United States
33.26,-115.64,United States
33.18,-115.63,United States
39.33,-99.8,United States
39.06,-119.01,United States
57.76,-155.94,United States
41.67,-112.39,United States
54.81,-163.55,United States
33.16,-115.62,United States
33.1,-115.81,United States
32.37,-102.11,United States
18.69,-67.13,United States
-3.58,138.0,Indonesia
58.24,-155.12,United States
32.1,-101.49,United States
64.79,-148.81,United States
31.06,-103.72,United States
39.17,-119.03,United States
34.42,-116.48,United States
52.16,-172.84,United States
33.68,-116.31,United States
32.97,-116.03,United States
32.98,-115.55,United States
18.19,145.92,United States
61.36,-146.76,United States
51.54,-178.17,United States
60.84,-145.1,United States
-9.69,159.54,Solomon Islands
44.34,-114.82,United States
29.36,129.32,Japan
31.89,-102.42,United States
29.31,129.29,Japan
51.61,178.7,United States
33.37,-116.86,United States
29.22,129.5,Japan
37.14,-121.53,United States
35.74,-117.56,United States
60.79,-147.41,United States
36.97,-121.62,United States
39.13,-120.03,United States
32.14,-101.51,United States
51.86,-177.86,United States
41.88,-112.58,United States
52.19,-176.15,United States
18.53,-67.1,United States
52.09,-173.57,United States
33.15,-115.71,United States
36.11,-120.21,United States
34.67,-95.38,United States
39.64,-119.4,United States
39.63,-119.41,United States
61.31,-152.28,United States
44.22,-110.75,United States
44.22,-110.76,United States
44.21,-110.75,United States
33.66,-116.72,United States
60.47,-152.7,United States
17.93,-66.84,United States
51.86,-177.94,United States
61.25,-152.22,United States
44.34,-115.04,United States
63.09,-151.02,United States
37.67,-121.43,United States
51.99,179.46,United States
37.3,-117.59,United States
62.86,-149.65,United States
-3.17,-75.73,Peru
61.34,-152.29,United States
33.55,-116.67,United States
52.03,-173.75,United States
37.08,-117.9,United States
36.18,-118.02,United States
51.87,-176.85,United States
-4.39,153.05,Papua New Guinea
36.59,-89.58,United States
33.37,-116.69,United States
36.5,-89.55,United States
36.25,-89.45,United States
35.94,-120.49,United States
19.49,-155.27,United States
59.88,-153.26,United States
36.25,-89.44,United States
36.31,-98.17,United States
61.72,-146.92,United States
55.31,-160.36,United States
31.67,-104.19,United States
29.21,129.46,Japan
51.83,-177.31,United States
51.95,-175.81,United States
53.54,-166.22,United States
29.3,129.5,Japan
32.74,-100.68,United States
32.39,-102.14,United States
25.54,95.36,Myanmar
46.87,-121.95,United States
36.48,-98.74,United States
51.86,178.05,United States
61.19,-152.25,United States
64.74,-146.16,United States
44.79,-122.68,United States
63.3,-150.41,United States
-23.45,-66.42,Argentina
47.57,-122.45,United States
40.73,-122.34,United States
35.0,-118.38,United States
34.0,-118.42,United States
33.72,-117.34,United States
32.41,-101.61,United States
61.2,-151.28,United States
34.38,-96.83,United States
61.66,-150.86,United States
-7.42,127.7,Indonesia
41.93,-119.57,United States
31.45,-103.88,United States
33.04,-114.98,United States
41.94,-119.63,United States
37.07,-121.49,United States
63.12,-151.51,United States
33.42,-116.62,United States
-41.31,175.16,New Zealand
61.61,-149.9,United States
63.31,-150.43,United States
46.32,-111.63,United States
31.63,-104.45,United States
18.01,-66.74,United States
-17.59,-178.78,Fiji
34.37,-96.99,United States
60.47,-151.56,United States
29.3,129.7,Japan
64.69,-146.86,United States
35.69,-117.5,United States
51.8,-178.13,United States
56.06,-159.51,United States
39.38,-123.28,United States
58.3,-154.99,United States
61.31,-152.38,United States
37.92,-121.95,United States
54.74,-163.41,United States
61.69,-148.8,United States
32.42,-102.16,United States
37.66,-118.94,United States
31.68,-104.35,United States
31.66,-104.35,United States
38.26,-122.24,United States
38.18,-117.86,United States
56.3,-159.57,United States
31.7,-104.21,United States
64.7,-149.33,United States
51.87,-178.17,United States
32.79,-115.81,United States
33.47,-116.56,United States
45.37,-112.59,United States
60.43,-150.64,United States
61.83,-149.68,United States
61.39,-146.72,United States
31.72,-104.3,United States
17.94,-66.89,United States
44.26,-114.07,United States
-6.7,129.8,Indonesia
14.16,-90.21,Guatemala
31.65,-104.28,United States
33.24,-116.78,United States
51.92,-173.98,United States
35.8,-95.04,United States
34.02,-117.1,United States
34.02,-117.11,United States
36.79,-112.99,United States
52.89,159.15,Russia
54.74,-163.43,United States
33.96,-116.93,United States
36.96,-121.6,United States
61.42,-150.14,United States
15.73,-93.69,Mexico
64.78,-148.93,United States
61.29,-151.01,United States
61.66,-149.6,United States
33.27,-116.8,United States
39.5,-99.37,United States
61.94,-144.04,United States
38.05,-118.78,United States
51.98,179.72,United States
2.74,128.48,Indonesia
31.63,-104.25,United States
63.2,-149.34,United States
32.76,-100.7,United States
33.23,-116.09,United States
51.72,-179.04,United States
31.89,-102.44,United States
60.06,-152.83,United States
37.85,-121.8,United States
33.94,-116.3,United States
-26.94,26.74,South Africa
54.44,-162.0,United States
62.77,-149.08,United States
61.26,-152.12,United States
35.57,-97.08,United States
33.03,-116.42,United States
52.57,-170.55,United States
51.68,178.95,United States
33.55,-116.68,United States
37.2,-119.76,United States
51.72,-179.06,United States
59.87,-151.93,United States
31.25,-103.38,United States
61.67,-147.01,United States
33.28,-116.64,United States
58.97,-153.05,United States
-19.07,-68.99,Chile
44.24,-110.77,United States
41.57,-112.9,United States
36.39,71.14,Afghanistan
37.52,-119.41,United States
38.81,-122.92,United States
51.8,178.59,United States
14.51,-90.7,Guatemala
33.94,-116.31,United States
47.2,-121.94,United States
61.69,-151.0,United States
51.62,-178.79,United States
37.33,-117.91,United States
32.13,-101.38,United States
58.33,-154.57,United States
51.94,178.5,United States
34.14,-117.56,United States
31.58,-103.94,United States
31.72,-101.69,United States
-3.87,128.71,Indonesia
37.32,-115.58,United States
37.74,-92.35,United States
61.44,-148.0,United States
51.57,-176.45,United States
37.17,-117.37,United States
60.15,-150.81,United States
37.33,-115.58,United States
39.62,-120.66,United States
51.64,-178.59,United States
47.44,-113.1,United States
40.31,-124.57,United States
36.68,-116.31,United States
34.22,-117.75,United States
31.54,-104.12,United States
51.52,-178.99,United States
18.85,-68.36,Dominican Republic
14.47,-90.66,Guatemala
37.53,-118.98,United States
33.56,-116.66,United States
-7.56,128.16,Indonesia
51.46,179.44,United States
44.36,-115.01,United States
46.9,-112.53,United States
28.61,76.58,India
58.28,-155.12,United States
28.91,51.46,Iran
36.16,-118.16,United States
38.11,-118.84,United States
33.47,-116.89,United States
46.88,-121.89,United States
58.23,-154.84,United States
32.82,-115.47,United States
37.09,-119.72,United States
55.13,-159.36,United States
44.53,-114.68,United States
47.43,-113.09,United States
-16.07,-173.71,Tonga
34.13,-117.63,United States
28.1,65.75,Pakistan
33.64,-117.03,United States
36.48,-121.03,United States
54.68,-161.75,United States
15.11,120.57,Philippines
61.32,-152.27,United States
35.66,-84.15,United States
32.22,-100.98,United States
38.05,-111.15,United States
41.1,-117.0,United States
51.87,-177.86,United States
60.09,-153.02,United States
37.55,-121.82,United States
37.33,-115.59,United States
-5.83,-50.49,Brazil
51.82,-178.74,United States
37.33,-122.13,United States
33.51,-116.49,United States
35.07,-119.57,United States
69.08,-144.72,United States
51.31,179.41,United States
33.53,-116.59,United States
35.16,-118.66,United States
18.13,-66.74,United States
33.17,-116.1,United States
36.79,25.74,Greece
38.66,-118.57,United States
61.29,-152.55,United States
34.85,-118.96,United States
54.62,-161.85,United States
33.41,-116.44,United States
59.91,-152.89,United States
35.5,-97.17,United States
51.49,179.4,United States
-4.47,35.15,Tanzania
3.48,126.53,Indonesia
63.09,-150.7,United States
35.97,-120.53,United States
32.78,-116.89,United States
32.33,-101.82,United States
62.32,-152.06,United States
32.29,-101.25,United States
59.81,-153.33,United States
34.76,-98.43,United States
33.98,-117.21,United States
33.65,-116.79,United States
40.28,-124.53,United States
57.77,-155.74,United States
67.46,-161.74,United States
19.32,-155.29,United States
35.08,-119.57,United States
-27.17,-63.33,Argentina
34.14,-117.3,United States
61.34,-152.46,United States
43.03,88.23,China
33.9,-117.85,United States
40.28,-122.06,United States
61.56,-151.1,United States
62.93,-149.83,United States
31.2,-103.49,United States
31.72,-104.54,United States
34.15,-117.3,United States
40.21,-124.14,United States
51.47,178.58,United States
38.18,-117.87,United States
52.8,-169.87,United States
33.97,-116.73,United States
58.42,-154.46,United States
33.98,-116.73,United States
40.28,-124.51,United States
62.93,-156.29,United States
33.43,-116.65,United States
32.13,-102.21,United States
37.28,-121.65,United States
19.58,-155.17,United States
36.7,-116.27,United States
31.7,-101.69,United States
60.06,-152.91,United States
55.56,-159.84,United States
33.48,-116.9,United States
51.86,-177.93,United States
52.11,-176.19,United States
41.38,-122.12,United States
54.22,-164.51,United States
36.67,-121.34,United States
61.17,-152.29,United States
58.24,-155.14,United States
33.48,-116.51,United States
58.24,-155.15,United States
68.04,-153.93,United States
33.92,-116.77,United States
58.24,-155.17,United States
63.36,-147.59,United States
30.65,140.16,Japan
47.61,-121.75,United States
61.53,-148.08,United States
31.62,-104.35,United States
2.63,127.26,Indonesia
69.45,-144.13,United States
44.62,-112.59,United States
36.6,-121.09,United States
36.18,-89.47,United States
33.36,-116.39,United States
51.6,-177.15,United States
60.2,-152.31,United States
66.25,-157.35,United States
62.77,-149.06,United States
23.4,121.58,Taiwan
63.5,-150.09,United States
-18.04,-178.44,Fiji
37.06,-121.5,United States
52.1,-176.18,United States
48.42,-114.25,United States
58.26,-154.98,United States
46.01,-122.4,United States
35.63,-117.47,United States
62.95,-150.82,United States
33.78,-116.03,United States
-22.91,-66.77,Argentina
35.7,-117.55,United States
33.49,-116.9,United States
-6.53,130.02,Indonesia
60.6,-146.85,United States
51.96,-178.55,United States
33.71,-117.39,United States
62.11,-148.08,United States
32.08,-102.3,United States
35.09,-119.11,United States
61.41,-152.04,United States
34.2,-117.47,United States
40.39,-124.52,United States
49.08,-112.64,Canada
51.44,-178.1,United States
62.1,-148.07,United States
34.11,-116.88,United States
34.11,-116.87,United States
39.37,-119.75,United States
62.51,-152.6,United States
32.07,-102.3,United States
60.57,-147.67,United States
32.35,-102.08,United States
32.11,-101.93,United States
38.43,-116.48,United States
31.98,-101.98,United States
61.68,-151.75,United States
14.47,-90.68,Guatemala
31.63,-104.5,United States
31.78,-101.93,United States
-7.02,125.93,Indonesia
14.41,-90.69,Guatemala
45.68,-111.9,United States
36.84,-121.56,United States
17.92,-66.85,United States
32.1,-101.48,United States
-0.18,122.92,Indonesia
33.65,81.96,China
60.73,-150.5,United States
37.38,-118.75,United States
59.72,-152.72,United States
53.62,-166.04,United States
33.32,-116.28,United States
58.89,-157.48,United States
58.26,-155.13,United States
62.2,-150.7,United States
58.56,-154.24,United States
60.01,-151.94,United States
35.85,-97.19,United States
43.35,146.06,Russia
61.16,-152.36,United States
34.3,-118.48,United States
33.38,-116.87,United States
36.54,-121.12,United States
31.63,-104.44,United States
58.09,-154.62,United States
36.04,-117.78,United States
61.25,-151.76,United States
35.9,-117.74,United States
60.05,-141.76,United States
33.29,-116.27,United States
60.31,-151.91,United States
37.38,-117.09,United States
-2.86,147.36,Papua New Guinea
40.48,-111.98,United States
33.46,-116.58,United States
60.99,-147.73,United States
38.39,-122.21,United States
63.08,-150.61,United States
61.8,-149.44,United States
63.35,-149.39,United States
14.44,-90.69,Guatemala
31.67,-104.31,United States
46.29,-122.22,United States
-6.3,104.81,Indonesia
14.45,-90.69,Guatemala
35.93,-120.48,United States
53.9,-166.86,United States
61.69,-149.9,United States
17.99,-66.88,United States
53.86,-166.49,United States
33.17,-116.26,United States
37.32,-122.14,United States
32.02,-101.77,United States
59.89,-152.97,United States
14.53,-90.72,Guatemala
14.45,-90.76,Guatemala
14.45,-90.65,Guatemala
-14.73,-75.41,Peru
42.0,-111.48,United States
61.26,-147.71,United States
37.35,-122.13,United States
33.88,-117.73,United States
60.25,-146.47,United States
51.51,-178.1,United States
37.12,-121.56,United States
33.46,-116.61,United States
-7.05,124.91,Indonesia
59.72,-153.19,United States
53.89,-166.86,United States
61.73,-151.73,United States
53.85,-166.86,United States
33.84,-117.49,United States
66.06,-141.65,United States
35.41,-117.8,United States
18.04,-66.78,United States
39.62,-119.37,United States
32.74,-100.64,United States
46.01,-112.47,United States
33.67,-117.24,United States
37.38,21.62,Greece
-6.59,131.84,Indonesia
33.39,-116.39,United States
37.0,-119.81,United States
51.96,-174.47,United States
31.71,-104.17,United States
53.24,-167.13,United States
38.99,-123.31,United States
33.05,-114.99,United States
60.93,-151.78,United States
0.87,-79.71,Ecuador
56.12,-159.43,United States
53.86,-166.85,United States
40.25,-124.25,United States
-2.96,147.5,Papua New Guinea
-3.0,147.47,Papua New Guinea
-8.73,118.32,Indonesia
48.17,-122.64,United States
61.51,-151.52,United States
55.77,-160.1,United States
51.75,-178.69,United States
33.98,-117.1,United States
54.74,-163.44,United States
36.72,-94.81,United States
58.72,-154.24,United States
58.32,-154.61,United States
39.83,-119.41,United States
61.68,-149.67,United States
60.48,-150.65,United States
62.89,-148.87,United States
33.48,-116.44,United States
33.48,-116.45,United States
45.07,-111.76,United States
32.43,-115.45,Mexico
53.84,-165.25,United States
35.49,-118.29,United States
60.14,-153.06,United States
34.09,-118.42,United States
19.18,-155.49,United States
62.11,-151.13,United States
35.14,-97.87,United States
-3.11,147.43,Papua New Guinea
57.03,-135.67,United States
33.66,-116.78,United States
36.07,-117.44,United States
36.06,-117.44,United States
62.93,-151.29,United States
55.5,-159.93,United States
44.34,-115.03,United States
37.33,-117.9,United States
39.68,-111.07,United States
37.13,-121.52,United States
35.64,-121.08,United States
59.34,-153.76,United States
59.02,-152.39,United States
33.1,-116.06,United States
60.27,-150.18,United States
-38.71,175.88,New Zealand
46.89,-121.85,United States
61.46,-150.67,United States
35.23,-118.57,United States
17.95,-66.9,United States
46.12,-122.5,United States
31.62,-104.47,United States
60.35,-152.53,United States
63.26,-151.0,United States
-13.65,-76.5,Peru
33.19,-116.02,United States
62.51,-151.9,United States
35.49,-120.05,United States
62.94,-149.93,United States
58.17,-155.35,United States
44.73,-112.96,United States
58.12,-156.34,United States
46.02,-111.45,United States
33.91,-116.77,United States
31.61,-104.16,United States
36.03,-120.59,United States
44.04,-114.5,United States
62.69,-152.12,United States
51.76,-177.45,United States
61.06,-152.36,United States
35.08,-117.12,United States
61.1,-150.78,United States
33.72,-116.84,United States
51.93,178.57,United States
33.69,-116.81,United States
39.3,-122.78,United States
42.97,72.85,Kazakhstan
56.11,-159.35,United States
51.42,-178.36,United States
35.67,-117.56,United States
63.29,-151.03,United States
31.61,-103.95,United States
38.88,-119.69,United States
58.23,-155.16,United States
51.99,-177.16,United States
41.59,-112.42,United States
32.1,-101.12,United States
61.18,-151.23,United States
31.68,-104.33,United States
56.1,-159.35,United States
34.14,-118.46,United States
60.73,-144.79,United States
51.9,-177.27,United States
34.01,-117.14,United States
51.85,-177.13,United States
51.55,-177.33,United States
40.52,-124.42,United States
35.97,-119.25,United States
64.59,-151.2,United States
51.47,179.4,United States
16.92,-94.36,Mexico
31.66,-104.32,United States
36.44,-121.01,United States
62.13,-148.99,United States
39.35,-119.9,United States
39.36,-119.75,United States
54.4,-162.44,United States
36.09,-117.63,United States
41.83,140.7,Japan
40.27,-104.8,United States
54.14,-165.89,United States
34.05,-117.26,United States
61.25,-152.14,United States
32.15,-101.05,United States
43.25,-111.0,United States
26.1,93.41,India
36.97,-121.63,United States
31.63,-104.36,United States
33.58,-118.05,United States
58.11,-156.33,United States
-16.54,-70.13,Peru
54.76,-163.44,United States
61.15,-152.57,United States
46.21,-122.17,United States
36.74,-116.02,United States
38.04,-118.78,United States
36.95,-104.86,United States
36.96,-104.85,United States
57.11,-156.21,United States
29.29,129.38,Japan
58.25,-155.15,United States
32.0,-101.72,United States
60.11,-152.92,United States
13.84,120.78,Philippines
32.11,-101.91,United States
33.24,-115.65,United States
46.97,-122.22,United States
37.37,-116.25,United States
44.33,-115.01,United States
19.34,-155.15,United States
-15.92,-69.61,Peru
45.82,-122.47,United States
4.48,-73.17,Colombia
39.48,-123.11,United States
62.91,-149.96,United States
56.18,-159.46,United States
37.88,-122.21,United States
60.18,-153.39,United States
56.08,-159.33,United States
34.21,-116.84,United States
55.67,-159.36,United States
-3.02,128.24,Indonesia
56.37,-157.2,United States
47.62,-122.42,United States
29.61,129.53,Japan
58.45,-155.38,United States
32.9,-116.95,United States
36.33,-98.85,United States
43.24,87.54,China
60.82,-146.65,United States
29.66,129.73,Japan
51.98,178.38,United States
61.55,-146.6,United States
44.66,-112.03,United States
60.1,-153.45,United States
49.13,-122.15,Canada
23.94,121.52,Taiwan
33.26,-116.45,United States
51.75,179.12,United States
67.49,-161.34,United States
60.92,-147.54,United States
34.99,-118.2,United States
38.78,-122.45,United States
61.32,-152.17,United States
51.57,-176.52,United States
33.19,-116.03,United States
42.0,-121.67,United States
33.05,-116.61,United States
49.11,-122.18,Canada
62.85,-150.84,United States
49.1,-122.17,Canada
33.05,-115.0,United States
60.16,-151.38,United States
44.72,-111.04,United States
39.37,-123.3,United States
54.74,-163.45,United States
59.8,-152.19,United States
32.41,-102.06,United States
34.25,-96.38,United States
-19.29,-66.88,Bolivia
36.9,-121.62,United States
32.75,-100.68,United States
47.72,-120.16,United States
-17.41,-178.79,Fiji
36.28,-89.53,United States
52.06,-176.14,United States
52.3,-173.13,United States
58.16,-155.32,United States
32.84,-100.52,United States
33.72,-116.82,United States
-6.0,150.21,Papua New Guinea
31.62,-104.48,United States
35.71,-117.56,United States
34.91,-119.61,United States
37.43,21.56,Greece
60.62,-152.97,United States
58.31,-154.63,United States
33.54,-116.53,United States
34.2,-117.78,United States
36.53,-97.72,United States
32.44,-101.69,United States
33.53,-116.54,United States
36.75,-116.11,United States
35.26,-118.52,United States
51.5,-177.04,United States
61.67,-150.15,United States
59.93,-153.43,United States
1.57,126.56,Indonesia
38.56,-119.5,United States
61.32,-152.28,United States
37.11,-121.57,United States
51.15,-178.89,United States
36.87,-117.71,United States
35.33,-117.82,United States
33.49,-116.55,United States
62.04,-151.0,United States
40.58,-123.91,United States
38.81,-122.71,United States
34.02,-117.14,United States
54.75,-163.43,United States
32.12,-101.06,United States
24.56,121.81,Taiwan
51.98,178.39,United States
39.36,-120.02,United States
32.84,-100.58,United States
31.61,-104.53,United States
36.64,-121.3,United States
58.23,-155.92,United States
37.29,-121.67,United States
45.46,-112.82,United States
18.63,-64.63,British Virgin Islands
33.54,-116.65,United States
-0.15,130.66,Indonesia
62.82,-149.84,United States
41.9,-112.4,United States
41.91,-112.39,United States
59.74,-153.56,United States
63.11,-150.86,United States
54.75,-163.44,United States
36.01,-117.96,United States
59.12,-151.89,United States
41.89,-112.49,United States
46.22,-122.16,United States
31.85,-101.71,United States
58.27,-155.54,United States
