latitude,longitude,acq_date,acq_time,brightness,confidence,frp
-14.64344,17.15326,2025-07-22,1412,326.27,76,56.2
-6.59361,14.49536,2025-07-22,1414,363.22,100,235.03
-14.64696,17.13367,2025-07-22,1412,324.06,66,48.58
-6.70034,13.8034,2025-07-22,1414,314.32,68,18.88
-14.67433,16.98086,2025-07-22,1412,316.23,70,27.45
-6.53545,14.55538,2025-07-22,1414,324.35,80,46.51
-14.65587,17.15037,2025-07-22,1412,334.57,82,87.37
-6.36484,15.53685,2025-07-22,1414,310.33,59,18.59
-14.67297,16.97533,2025-07-22,1412,318.08,73,32.68
-6.60139,14.06563,2025-07-22,1414,347.42,94,123.18
-14.53659,17.61052,2025-07-22,1412,312.2,64,25.35
-6.60384,14.0502,2025-07-22,1414,308.35,53,10.07
-6.86302,12.39795,2025-07-22,1414,322.31,75,30.0
-14.54039,17.58893,2025-07-22,1412,307.36,45,13.14
-14.76669,16.21058,2025-07-22,1412,334.26,87,71.67
-6.86483,12.38628,2025-07-22,1414,324.94,78,34.19
-14.76949,16.19414,2025-07-22,1412,319.07,73,27.61
-6.7343,12.97226,2025-07-22,1414,312.19,31,11.49
-14.76633,16.14296,2025-07-22,1412,310.01,50,11.97
-6.35791,15.0837,2025-07-22,1414,314.43,68,22.5
-14.283,18.6224,2025-07-22,1412,336.18,89,160.09
-6.51062,14.12477,2025-07-22,1414,321.53,77,36.54
-14.28782,18.59658,2025-07-22,1412,336.87,89,163.56
-6.05129,16.70281,2025-07-22,1414,308.2,47,19.21
-14.79436,15.77546,2025-07-22,1412,310.63,52,11.4
-6.38691,14.59442,2025-07-22,1414,308.79,23,10.79
-14.79699,15.76024,2025-07-22,1412,311.86,57,13.31
-6.3897,14.57734,2025-07-22,1414,316.01,71,25.59
-14.79444,15.76859,2025-07-22,1412,316.19,67,19.69
-14.29292,18.61646,2025-07-22,1412,338.09,90,173.17
-6.38269,14.58837,2025-07-22,1414,313.55,66,21.63
-14.29752,18.59069,2025-07-22,1412,313.32,68,39.16
-14.27879,18.61381,2025-07-22,1412,326.26,82,96.07
-6.42055,14.04233,2025-07-22,1414,324.96,81,40.52
-14.28343,18.58797,2025-07-22,1412,309.39,48,23.79
-6.42303,14.02674,2025-07-22,1414,323.25,79,35.7
-14.71772,15.88067,2025-07-22,1412,313.15,61,14.09
-5.63496,18.72556,2025-07-22,1414,310.92,49,38.68
-13.83802,20.63722,2025-07-22,1412,316.04,72,92.58
-6.30388,14.69589,2025-07-22,1414,310.5,59,19.98
-14.37345,17.54983,2025-07-22,1412,314.26,52,27.41
-6.3607,14.34274,2025-07-22,1414,317.7,73,29.18
-14.66981,15.88798,2025-07-22,1412,312.02,43,10.84
-6.36332,14.32642,2025-07-22,1414,316.08,71,25.72
-14.37677,17.54524,2025-07-22,1412,317.09,72,37.7
-5.99557,16.40653,2025-07-22,1414,330.8,85,99.09
-14.36166,17.18289,2025-07-22,1412,315.15,64,30.13
-5.99967,16.38209,2025-07-22,1414,331.99,86,104.71
-14.3607,17.17541,2025-07-22,1412,320.28,76,45.74
-6.10659,15.74179,2025-07-22,1414,322.3,78,53.93
-14.52841,15.77011,2025-07-22,1412,314.37,63,15.6
-6.3532,14.33449,2025-07-22,1414,324.51,80,44.2
-14.3956,16.28969,2025-07-22,1412,341.04,91,103.96
-6.20921,15.18498,2025-07-22,1414,314.05,67,23.04
-14.06712,18.09743,2025-07-22,1412,315.33,60,37.22
-5.62997,18.71668,2025-07-22,1414,311.63,57,43.12
-14.28894,16.83893,2025-07-22,1412,336.0,88,98.53
-6.00408,16.40007,2025-07-22,1414,328.78,83,87.56
-14.29224,16.8199,2025-07-22,1412,323.27,78,51.43
-6.00795,16.37576,2025-07-22,1414,320.48,75,45.75
-14.43621,15.63922,2025-07-22,1412,317.34,69,19.9
-6.10628,15.75615,2025-07-22,1414,309.79,45,15.48
-14.43883,15.62405,2025-07-22,1412,316.98,68,19.41
-6.10967,15.73471,2025-07-22,1414,311.64,57,20.91
-14.43599,15.63229,2025-07-22,1412,324.59,79,37.15
-6.37902,14.0127,2025-07-22,1414,312.63,53,14.76
-14.07462,17.31214,2025-07-22,1412,311.07,51,21.56
-5.99008,16.39786,2025-07-22,1414,317.25,69,31.33
-14.10062,16.71384,2025-07-22,1412,308.62,41,15.43
-6.36757,14.01092,2025-07-22,1414,334.44,87,69.52
-13.85445,17.36463,2025-07-22,1412,308.55,48,15.17
-6.18362,15.1017,2025-07-22,1414,310.97,60,14.99
-14.00027,16.514,2025-07-22,1412,307.18,17,11.37
-6.18666,15.08253,2025-07-22,1414,311.01,60,15.05
-13.92596,16.47507,2025-07-22,1412,309.33,39,12.93
-5.69256,17.93303,2025-07-22,1414,309.1,50,29.97
-13.81633,16.89481,2025-07-22,1412,316.04,70,26.75
-6.1014,15.36971,2025-07-22,1414,319.83,75,41.55
-13.81969,16.87543,2025-07-22,1412,316.67,71,27.95
-6.10461,15.35002,2025-07-22,1414,316.76,71,32.35
-6.17927,14.89028,2025-07-22,1414,321.1,77,43.83
-13.88108,16.37596,2025-07-22,1412,307.88,26,8.88
-6.18225,14.87189,2025-07-22,1414,310.34,58,17.71
-13.66614,17.5212,2025-07-22,1412,309.09,57,21.16
-6.25652,14.33604,2025-07-22,1414,309.42,52,12.81
-13.75403,16.88329,2025-07-22,1412,316.79,51,26.32
-13.75749,16.86395,2025-07-22,1412,317.52,57,28.12
-6.25915,14.3198,2025-07-22,1414,308.8,47,11.06
-13.67064,17.5167,2025-07-22,1412,308.11,45,17.43
-6.54495,12.52292,2025-07-22,1414,314.47,60,10.98
-13.75366,16.87779,2025-07-22,1412,320.97,76,41.56
-6.16921,14.79723,2025-07-22,1414,314.78,68,28.32
-13.75696,16.85847,2025-07-22,1412,311.33,59,15.93
-6.10336,15.36489,2025-07-22,1414,324.96,80,55.72
-6.17746,14.88518,2025-07-22,1414,325.31,81,53.74
-13.65368,17.38082,2025-07-22,1412,310.24,50,20.6
-6.17901,14.7937,2025-07-22,1414,318.83,74,38.93
-13.70022,16.67192,2025-07-22,1412,313.73,66,21.08
-13.70353,16.65331,2025-07-22,1412,308.57,30,10.28
-6.25074,14.32967,2025-07-22,1414,313.76,67,20.43
-13.79026,16.25623,2025-07-22,1412,309.4,45,12.25
-6.13462,14.91646,2025-07-22,1414,310.49,58,16.41
-6.30409,13.68455,2025-07-22,1414,344.98,93,101.38
-13.70901,16.66653,2025-07-22,1412,315.02,68,24.26
-6.30636,13.67011,2025-07-22,1414,330.14,84,51.36
-13.80371,15.74957,2025-07-22,1412,314.85,66,15.49
-13.47141,17.44512,2025-07-22,1412,309.66,37,16.55
-6.19705,14.28794,2025-07-22,1414,312.02,63,16.78
-6.29521,13.66834,2025-07-22,1414,313.54,30,17.01
-13.47524,17.42303,2025-07-22,1412,310.04,41,17.73
-13.67885,16.22995,2025-07-22,1412,319.72,74,33.27
-5.39165,19.07973,2025-07-22,1414,313.07,63,68.88
-13.68178,16.2125,2025-07-22,1412,319.61,74,31.86
-5.39838,19.04026,2025-07-22,1414,309.37,49,40.33
-13.87447,14.9818,2025-07-22,1412,312.67,55,8.9
-6.03592,15.21236,2025-07-22,1414,321.21,76,43.43
-13.47144,17.29044,2025-07-22,1412,310.46,59,24.41
-6.23447,13.90526,2025-07-22,1414,315.92,57,19.65
-13.75173,15.6539,2025-07-22,1412,315.7,59,18.46
-5.52957,18.07174,2025-07-22,1414,316.53,62,60.0
-13.71852,15.7122,2025-07-22,1412,309.66,42,8.71
-6.03213,15.22436,2025-07-22,1414,314.67,62,23.34
-13.58274,16.43119,2025-07-22,1412,317.46,59,27.15
-6.03518,15.20462,2025-07-22,1414,314.28,61,21.28
-13.61662,16.23623,2025-07-22,1412,314.57,67,23.43
36.58168,6.30292,2025-07-22,1427,333.28,77,48.95
-5.38934,19.07107,2025-07-22,1414,316.33,69,93.62
-13.70316,15.59731,2025-07-22,1412,315.13,66,18.02
-6.21054,13.91021,2025-07-22,1414,339.75,90,86.32
36.57989,6.28225,2025-07-22,1427,339.35,84,77.28
-13.95156,14.12261,2025-07-22,1412,317.94,67,12.16
-5.53673,18.06491,2025-07-22,1414,316.74,70,64.91
36.57217,6.29856,2025-07-22,1427,331.0,58,37.43
-6.07308,14.71585,2025-07-22,1414,315.56,58,22.97
36.58455,6.29576,2025-07-22,1427,333.65,76,48.57
-13.57486,16.44112,2025-07-22,1412,315.75,42,22.8
37.20783,-3.5819,2025-07-22,1427,348.93,92,45.9
-6.11665,14.43775,2025-07-22,1414,321.88,77,41.04
-13.57789,16.42294,2025-07-22,1412,315.99,51,22.9
37.20583,-3.59389,2025-07-22,1427,336.18,78,18.97
-6.11928,14.42091,2025-07-22,1414,310.6,59,15.99
-13.61885,16.17684,2025-07-22,1412,313.29,53,16.26
-6.22039,13.77159,2025-07-22,1414,322.7,78,34.44
37.78355,-8.68713,2025-07-22,1427,349.05,93,137.63
-13.9507,14.12796,2025-07-22,1412,318.89,69,13.36
-6.06089,14.71397,2025-07-22,1414,315.86,43,22.49
-13.70131,15.60608,2025-07-22,1412,309.57,44,9.06
43.13871,-2.95262,2025-07-22,1429,313.51,50,6.65
-6.07755,14.60845,2025-07-22,1414,312.31,63,16.62
-13.70387,15.59053,2025-07-22,1412,311.07,54,11.67
43.5244,-5.73612,2025-07-22,1429,330.8,85,24.63
-6.09666,14.48726,2025-07-22,1414,323.48,79,45.36
-13.5744,16.08028,2025-07-22,1412,324.99,80,44.41
-6.09938,14.46996,2025-07-22,1414,335.74,88,84.68
-13.3051,17.47386,2025-07-22,1412,315.18,60,34.87
-6.16344,14.06211,2025-07-22,1414,321.57,77,35.67
-13.3091,17.45154,2025-07-22,1412,317.19,67,41.46
-6.16594,14.04613,2025-07-22,1414,326.59,82,48.45
-13.36183,17.15578,2025-07-22,1412,313.77,60,28.36
-13.349,17.15337,2025-07-22,1412,315.4,69,32.84
-6.20919,13.76943,2025-07-22,1414,309.17,21,8.93
-13.56492,15.92542,2025-07-22,1412,319.82,74,25.67
-6.21158,13.75411,2025-07-22,1414,321.93,77,32.67
-5.97493,15.17444,2025-07-22,1414,313.01,65,19.51
-13.56179,15.87461,2025-07-22,1412,316.25,42,17.57
-13.57577,15.79398,2025-07-22,1412,311.33,56,13.68
-6.03078,14.74592,2025-07-22,1414,347.05,94,144.32
-13.58679,15.73036,2025-07-22,1412,313.63,58,15.39
-6.03364,14.72804,2025-07-22,1414,332.81,86,75.91
-13.56708,15.93719,2025-07-22,1412,316.55,57,18.15
-6.10857,14.18348,2025-07-22,1414,347.58,94,128.3
-13.29672,17.46687,2025-07-22,1412,318.8,48,44.28
-6.11114,14.16738,2025-07-22,1414,312.5,62,16.22
-13.34773,17.16927,2025-07-22,1412,313.11,49,23.31
-5.72513,16.36631,2025-07-22,1414,311.33,43,24.89
-13.35127,17.14851,2025-07-22,1412,315.53,66,31.2
-5.86446,15.52884,2025-07-22,1414,324.63,80,56.24
-13.56625,15.86998,2025-07-22,1412,324.48,79,39.63
-5.87806,15.44656,2025-07-22,1414,313.37,44,18.92
-13.45989,16.43322,2025-07-22,1412,316.73,70,27.27
-5.91451,15.22552,2025-07-22,1414,313.24,49,20.15
-13.56545,15.80334,2025-07-22,1412,325.24,79,42.56
-5.91776,15.20578,2025-07-22,1414,314.82,60,23.91
-13.56809,15.78743,2025-07-22,1412,313.56,62,16.56
-6.07467,14.24511,2025-07-22,1414,320.87,63,33.39
-13.57878,15.7231,2025-07-22,1412,311.29,47,10.52
-6.0773,14.22885,2025-07-22,1414,325.54,81,44.93
-6.09946,14.19362,2025-07-22,1414,315.03,30,17.42
-13.55392,15.80153,2025-07-22,1412,315.46,67,19.89
-6.10196,14.17719,2025-07-22,1414,326.43,82,47.25
-13.59838,15.53484,2025-07-22,1412,314.75,59,14.11
-5.86804,15.52444,2025-07-22,1414,321.17,76,44.86
-13.69075,14.90755,2025-07-22,1412,323.94,77,28.47
-5.9157,15.22059,2025-07-22,1414,318.92,74,36.17
-13.71082,14.78525,2025-07-22,1412,322.53,75,24.61
-6.06856,14.2387,2025-07-22,1414,330.75,85,62.81
-13.46619,16.17811,2025-07-22,1412,314.34,65,18.95
-6.07108,14.22238,2025-07-22,1414,317.51,59,24.78
-11.52767,-75.05143,2025-07-22,1429,302.43,52,12.92
-13.52003,15.86181,2025-07-22,1412,310.88,46,10.0
-5.71789,16.38408,2025-07-22,1414,311.46,60,27.2
-13.42701,16.33454,2025-07-22,1412,314.76,47,21.01
-11.52929,-75.03881,2025-07-22,1429,323.45,82,45.05
-5.72158,16.36101,2025-07-22,1414,311.19,59,27.08
-13.50016,15.90847,2025-07-22,1412,314.63,65,16.91
-5.86478,15.46035,2025-07-22,1414,315.05,68,24.39
-13.02644,18.50774,2025-07-22,1412,324.58,80,84.19
-11.61983,-74.68461,2025-07-22,1429,320.79,80,39.3
-5.98775,14.67906,2025-07-22,1414,313.43,66,22.08
-13.0311,18.48236,2025-07-22,1412,334.12,87,141.17
-11.62004,-74.69142,2025-07-22,1429,307.6,66,18.85
-5.72702,16.23779,2025-07-22,1414,307.91,41,15.9
-13.41189,16.3503,2025-07-22,1412,317.8,72,29.29
-11.62196,-74.67582,2025-07-22,1429,314.29,75,29.58
-5.85832,15.41716,2025-07-22,1414,312.39,41,17.37
-13.41496,16.33261,2025-07-22,1412,313.21,57,18.31
-5.89644,15.17739,2025-07-22,1414,322.21,78,47.59
-13.29399,16.94891,2025-07-22,1412,319.61,74,42.68
-6.07025,14.07447,2025-07-22,1414,351.83,96,143.52
-13.02355,18.50002,2025-07-22,1412,333.7,87,140.18
-6.07272,14.05872,2025-07-22,1414,320.84,59,28.65
-13.02806,18.47442,2025-07-22,1412,324.58,80,81.31
-6.13483,13.6606,2025-07-22,1414,310.55,59,12.74
-13.28981,16.96161,2025-07-22,1412,312.73,63,25.66
-6.05867,14.07276,2025-07-22,1414,345.19,93,110.69
-5.99812,14.37939,2025-07-22,1414,315.79,70,26.17
-13.29322,16.94154,2025-07-22,1412,313.84,65,27.28
-13.51105,15.63947,2025-07-22,1412,323.33,77,31.62
-5.95884,14.54838,2025-07-22,1414,311.23,45,14.95
-13.54516,15.36207,2025-07-22,1412,316.63,68,15.71
-5.98625,14.37753,2025-07-22,1414,315.24,69,24.91
-13.54886,15.27045,2025-07-22,1412,311.73,54,8.33
-5.94398,14.56389,2025-07-22,1414,312.72,41,16.7
-13.73895,14.10148,2025-07-22,1412,324.75,77,27.76
-5.9468,14.54648,2025-07-22,1414,344.07,93,124.26
-13.30865,16.62527,2025-07-22,1412,309.47,51,14.9
-5.72706,15.80904,2025-07-22,1414,310.66,57,19.77
-13.57659,14.96705,2025-07-22,1412,318.39,70,15.87
-5.78677,15.44793,2025-07-22,1414,312.81,58,17.39
-13.65193,14.50914,2025-07-22,1412,321.4,73,22.93
-5.95074,14.5578,2025-07-22,1414,329.47,84,62.18
-13.562,14.92173,2025-07-22,1412,316.72,64,12.76
-5.9534,14.54042,2025-07-22,1414,323.41,79,42.99
-12.60213,20.18537,2025-07-22,1412,306.1,42,33.44
-5.73135,15.80204,2025-07-22,1414,310.05,57,19.68
-13.56053,14.86464,2025-07-22,1412,314.17,61,11.17
-5.78818,15.44066,2025-07-22,1414,314.89,68,24.41
-13.28272,16.41206,2025-07-22,1412,317.8,71,28.99
-5.89797,14.65808,2025-07-22,1414,310.9,61,14.84
-13.28585,16.39429,2025-07-22,1412,316.35,69,25.47
-5.69025,15.8871,2025-07-22,1414,321.16,76,57.61
-13.42824,15.57656,2025-07-22,1412,315.11,54,16.2
-5.92423,14.41203,2025-07-22,1414,311.58,62,19.16
-13.43085,15.56138,2025-07-22,1412,317.24,69,19.61
-13.60838,14.51378,2025-07-22,1412,319.38,43,17.89
-5.97302,14.10093,2025-07-22,1414,353.11,97,155.66
-13.61035,14.50189,2025-07-22,1412,327.29,80,32.51
-5.9755,14.08509,2025-07-22,1414,320.1,62,28.03
-13.6253,14.41215,2025-07-22,1412,311.67,41,8.42
-5.98299,14.03719,2025-07-22,1414,319.55,75,29.36
-13.63165,14.37393,2025-07-22,1412,312.62,44,8.73
-13.61375,14.50939,2025-07-22,1412,319.75,68,19.03
-5.76223,15.27082,2025-07-22,1414,310.37,58,15.7
-5.87839,14.54626,2025-07-22,1414,316.47,71,25.75
-13.61563,14.4977,2025-07-22,1412,316.06,37,13.39
-5.86633,14.54439,2025-07-22,1414,317.76,73,29.0
-13.62794,14.42033,2025-07-22,1412,311.07,40,8.11
-5.93065,14.14265,2025-07-22,1414,314.4,68,22.97
-13.2919,16.40848,2025-07-22,1412,321.32,76,38.77
-5.92401,14.13622,2025-07-22,1414,313.51,66,19.42
-13.43082,15.57138,2025-07-22,1412,320.9,74,29.11
-5.91839,13.94156,2025-07-22,1414,312.67,65,15.63
-13.25195,16.571,2025-07-22,1412,307.79,20,10.92
-5.87063,14.09577,2025-07-22,1414,310.98,54,12.88
-13.51859,14.96521,2025-07-22,1412,312.47,48,6.78
-5.91244,13.82954,2025-07-22,1414,310.64,60,12.98
-13.0386,17.49707,2025-07-22,1412,335.07,88,116.41
-13.16995,16.75091,2025-07-22,1412,309.51,52,15.94
-5.91479,13.81457,2025-07-22,1414,308.05,49,8.93
-13.44068,14.96639,2025-07-22,1412,321.84,75,25.51
-5.68357,15.11272,2025-07-22,1414,312.31,63,21.81
-13.19344,16.51479,2025-07-22,1412,315.47,49,23.2
-13.19956,16.4031,2025-07-22,1412,314.52,54,18.64
-5.87003,13.94973,2025-07-22,1414,311.5,46,11.74
-13.43519,14.97323,2025-07-22,1412,313.87,60,12.19
-5.89268,13.73411,2025-07-22,1414,310.39,46,11.24
-13.16259,16.54787,2025-07-22,1412,317.98,72,31.99
-5.8951,13.71898,2025-07-22,1414,316.89,72,23.14
-5.75107,14.53958,2025-07-22,1414,316.79,50,24.94
-12.67049,19.18639,2025-07-22,1412,309.37,49,29.83
-5.81368,14.15308,2025-07-22,1414,312.11,51,13.21
-13.03601,17.13441,2025-07-22,1412,310.37,55,17.2
-5.87015,13.87881,2025-07-22,1414,310.49,56,10.38
-13.11547,16.67481,2025-07-22,1412,318.3,72,35.51
-5.89319,13.72708,2025-07-22,1414,318.9,72,25.57
-13.23994,15.94419,2025-07-22,1412,321.14,75,31.69
-5.81004,14.19483,2025-07-22,1414,310.32,57,13.24
-13.24274,15.92761,2025-07-22,1412,313.42,55,14.44
-5.81749,14.14631,2025-07-22,1414,312.55,64,15.29
-13.4502,14.61205,2025-07-22,1412,320.31,72,19.62
-5.82736,14.08191,2025-07-22,1414,310.16,58,9.75
-13.06576,16.66594,2025-07-22,1412,319.99,73,37.89
-5.74324,14.54876,2025-07-22,1414,322.19,78,38.91
-13.08891,16.53432,2025-07-22,1412,312.75,62,19.42
-5.74595,14.53129,2025-07-22,1414,334.71,87,82.66
-5.81405,14.01413,2025-07-22,1414,310.73,59,10.57
-13.13034,16.29766,2025-07-22,1412,317.19,70,29.13
-13.40364,14.69681,2025-07-22,1412,317.35,67,13.78
-5.83589,13.87322,2025-07-22,1414,324.04,80,38.41
-5.83828,13.8578,2025-07-22,1414,322.3,78,34.22
-13.40573,14.68425,2025-07-22,1412,314.42,57,9.75
-5.71903,14.545,2025-07-22,1414,361.58,100,234.05
-13.40003,14.69135,2025-07-22,1414,321.07,73,19.15
-5.61289,15.05387,2025-07-22,1414,311.74,62,20.4
-5.61602,15.03439,2025-07-22,1414,309.53,55,15.87
-13.06182,16.67958,2025-07-22,1414,312.23,46,17.26
-5.41713,16.09108,2025-07-22,1414,307.61,29,11.13
-13.06503,16.66054,2025-07-22,1414,316.33,64,28.21
-5.71988,14.23163,2025-07-22,1414,311.78,27,14.32
-13.1239,16.30963,2025-07-22,1414,314.51,65,22.63
-5.42603,16.08705,2025-07-22,1414,309.46,48,16.04
-13.1269,16.29163,2025-07-22,1414,311.33,56,15.75
-5.61234,14.72424,2025-07-22,1414,319.99,75,37.45
-13.25496,15.44713,2025-07-22,1414,317.31,68,18.8
-6.14865,11.02818,2025-07-22,1414,311.87,51,11.51
-13.23339,15.50748,2025-07-22,1414,315.92,66,16.32
-5.52444,14.95708,2025-07-22,1414,315.52,69,32.12
-13.24757,15.35245,2025-07-22,1414,311.69,43,8.67
-13.12038,16.03872,2025-07-22,1414,323.42,77,36.39
-5.52751,14.93801,2025-07-22,1414,309.7,56,16.99
-12.72994,18.03045,2025-07-22,1414,310.76,51,26.03
-5.55438,14.77096,2025-07-22,1414,312.07,63,18.13
-12.82355,17.51329,2025-07-22,1414,311.21,54,23.83
-5.38205,15.75149,2025-07-22,1414,314.76,68,30.9
-13.01167,16.38168,2025-07-22,1414,315.68,30,21.53
-5.52263,14.94969,2025-07-22,1414,320.44,76,43.5
-13.08497,15.96232,2025-07-22,1414,344.78,93,114.66
-5.38647,15.74485,2025-07-22,1414,312.57,64,23.64
-13.28591,14.78691,2025-07-22,1414,314.58,21,9.26
-5.57476,14.52789,2025-07-22,1414,316.95,72,25.99
-12.82399,17.52906,2025-07-22,1414,309.21,31,16.51
-5.45796,15.11604,2025-07-22,1414,325.32,81,62.89
-12.82791,17.50626,2025-07-22,1414,309.12,38,18.4
-5.53109,14.6487,2025-07-22,1414,319.92,76,34.81
-13.0867,15.97283,2025-07-22,1414,314.79,53,16.78
-13.08951,15.95591,2025-07-22,1414,321.5,74,31.92
-5.53953,14.59464,2025-07-22,1414,312.82,65,17.44
-13.28179,14.77954,2025-07-22,1414,316.42,65,12.61
-5.53776,14.29307,2025-07-22,1414,339.07,90,95.24
-12.72447,18.02176,2025-07-22,1414,309.36,47,22.05
-5.42829,14.89615,2025-07-22,1414,317.1,72,32.13
-12.91331,16.92885,2025-07-22,1414,310.66,55,18.24
-5.53286,14.28681,2025-07-22,1414,339.55,90,98.23
-13.00738,16.37386,2025-07-22,1414,322.13,76,39.96
-13.07492,15.97086,2025-07-22,1414,328.64,79,48.33
-5.42788,14.89092,2025-07-22,1414,314.78,68,26.78
-13.07776,15.95385,2025-07-22,1414,344.42,92,108.92
-5.26118,15.78901,2025-07-22,1414,315.17,69,29.91
-5.47725,14.33083,2025-07-22,1414,318.77,62,28.19
-12.97382,16.4237,2025-07-22,1414,318.29,71,29.46
-13.16075,15.31359,2025-07-22,1414,316.01,65,17.63
-5.47994,14.31363,2025-07-22,1414,318.96,57,28.51
-13.16318,15.29892,2025-07-22,1414,314.17,55,14.2
-5.4006,14.65942,2025-07-22,1414,310.61,60,14.81
-12.794,17.38576,2025-07-22,1414,313.48,64,30.07
-5.42328,14.51673,2025-07-22,1414,309.52,31,10.45
-5.41114,14.51486,2025-07-22,1414,313.12,60,18.8
-12.82806,17.19165,2025-07-22,1414,314.62,19,23.36
-4.73131,18.55688,2025-07-22,1414,311.86,61,50.92
-12.83179,17.17031,2025-07-22,1414,315.71,29,26.13
-12.81878,17.16805,2025-07-22,1414,324.03,78,53.02
-5.36846,14.5913,2025-07-22,1414,313.92,67,22.95
-12.53605,18.57842,2025-07-22,1414,317.17,70,53.41
-5.44141,13.9639,2025-07-22,1414,318.33,70,28.37
-12.80401,17.10031,2025-07-22,1414,311.18,51,16.25
-5.44394,13.94765,2025-07-22,1414,351.5,96,147.94
-5.19637,15.43907,2025-07-22,1414,313.59,66,30.2
-12.82256,16.99601,2025-07-22,1414,322.09,62,46.1
-5.11025,15.80398,2025-07-22,1414,310.69,59,17.78
-12.82618,16.97563,2025-07-22,1414,318.28,34,33.63
-12.97191,16.14573,2025-07-22,1414,311.28,54,12.46
-5.1038,15.79788,2025-07-22,1414,318.48,73,43.16
-12.80971,16.9939,2025-07-22,1414,320.32,47,38.53
-5.24475,14.63955,2025-07-22,1414,307.07,38,11.89
-12.93185,16.30415,2025-07-22,1414,316.57,62,19.93
-5.28479,14.30503,2025-07-22,1414,338.46,90,95.76
-13.00713,15.87264,2025-07-22,1414,327.21,81,44.93
-5.28748,14.28791,2025-07-22,1414,324.11,80,45.53
4.82462,-74.919,2025-07-22,1425,321.58,81,16.03
-12.80692,17.09572,2025-07-22,1414,311.41,50,17.39
-5.19695,14.78167,2025-07-22,1414,321.34,77,46.26
-12.82465,16.99128,2025-07-22,1414,323.52,78,53.52
-4.7992,-80.51347,2025-07-22,1429,324.34,81,20.18
-4.79607,17.17362,2025-07-22,1414,310.93,59,33.76
-12.53645,18.57341,2025-07-22,1414,318.59,73,61.06
-6.4722,-76.52241,2025-07-22,1429,307.1,62,5.78
-12.8118,16.98912,2025-07-22,1414,326.07,81,59.36
-5.10769,14.83828,2025-07-22,1414,312.37,63,20.67
19.68221,-71.58669,2025-07-22,1422,317.33,59,8.24
-12.92875,16.29831,2025-07-22,1414,317.83,56,22.46
-7.86988,-74.85297,2025-07-22,1429,304.59,0,5.68
-5.11071,14.81914,2025-07-22,1414,343.82,93,141.94
19.68076,-71.57711,2025-07-22,1422,318.95,65,9.38
-12.98989,15.93267,2025-07-22,1414,319.33,72,24.77
-9.37361,-74.32013,2025-07-22,1429,309.68,0,12.17
-5.06087,14.88948,2025-07-22,1414,311.48,61,19.42
19.0088,-71.41663,2025-07-22,1422,316.68,67,10.6
-13.001,15.86589,2025-07-22,1414,336.57,88,74.2
18.01108,-71.36602,2025-07-22,1422,313.18,45,5.34
-4.95366,15.58113,2025-07-22,1414,314.23,67,32.3
-9.47489,-74.25655,2025-07-22,1429,308.88,55,12.44
-12.79327,16.94338,2025-07-22,1414,313.32,63,21.98
10.59722,-66.98286,2025-07-22,1425,310.45,39,27.89
-9.59438,-76.16914,2025-07-22,1429,331.01,87,43.05
-12.79682,16.92279,2025-07-22,1414,318.96,73,38.68
11.03858,-70.09403,2025-07-22,1425,322.29,75,18.13
-9.59589,-76.15775,2025-07-22,1429,303.53,38,9.04
-12.86699,16.51429,2025-07-22,1414,311.44,56,14.3
-5.06101,14.88413,2025-07-22,1414,309.98,57,15.86
11.02551,-70.59196,2025-07-22,1425,319.14,70,13.55
-12.90766,16.27569,2025-07-22,1414,314.45,56,15.07
-9.60406,-76.17046,2025-07-22,1429,312.36,72,17.43
-4.64553,17.4552,2025-07-22,1414,311.34,60,34.19
10.06735,-65.20854,2025-07-22,1425,306.46,0,32.49
-12.91076,16.25743,2025-07-22,1414,320.95,72,29.03
-4.91695,15.55342,2025-07-22,1414,318.0,73,43.08
-12.82517,16.6832,2025-07-22,1414,315.23,62,20.45
11.23697,-73.10609,2025-07-22,1425,316.18,66,7.61
-4.73448,16.60818,2025-07-22,1414,339.51,90,187.49
-12.89273,16.2176,2025-07-22,1414,321.7,75,32.87
10.98489,-72.78304,2025-07-22,1425,320.08,74,11.17
-4.96655,14.90926,2025-07-22,1414,311.11,52,17.37
-12.89584,16.1995,2025-07-22,1414,318.79,71,26.34
11.0168,-73.17971,2025-07-22,1425,310.47,47,6.1
-4.96966,14.88997,2025-07-22,1414,309.98,37,14.22
-13.06511,15.20089,2025-07-22,1414,312.03,50,11.1
-4.96527,14.90197,2025-07-22,1414,322.41,78,49.85
10.69889,-71.05264,2025-07-22,1425,314.7,54,10.14
-12.91492,15.89519,2025-07-22,1414,311.97,39,8.36
-4.64482,16.58751,2025-07-22,1414,315.73,70,41.55
10.82731,-72.83923,2025-07-22,1425,313.83,61,5.87
-13.1062,14.72258,2025-07-22,1414,316.05,63,13.23
-4.47798,17.32615,2025-07-22,1414,309.17,53,26.45
-12.60081,17.59286,2025-07-22,1414,325.31,80,71.82
10.49617,-70.88673,2025-07-22,1425,315.75,67,16.82
-4.58679,16.57695,2025-07-22,1414,318.37,73,50.85
-12.68108,17.12961,2025-07-22,1414,310.42,54,16.7
11.07954,-74.80022,2025-07-22,1425,310.95,0,5.26
-4.58238,16.59857,2025-07-22,1414,310.89,61,19.82
-13.00617,15.19983,2025-07-22,1414,315.97,64,17.13
