latitude,longitude,acq_date,acq_time,brightness,confidence,frp
35.68686,43.88316,2025-07-22,9,342.55,100,50.17
35.66565,43.97136,2025-07-22,9,318.68,97,15.69
35.63276,44.01067,2025-07-22,9,322.91,100,21.01
35.54007,44.33911,2025-07-22,9,307.43,71,6.2
35.53122,44.33727,2025-07-22,9,307.87,73,6.6
35.52969,44.34825,2025-07-22,9,314.17,89,11.21
34.90279,43.80863,2025-07-22,9,343.53,100,51.36
32.24232,51.42332,2025-07-22,9,309.29,77,26.28
32.23811,51.44368,2025-07-22,9,308.24,74,24.47
33.22231,44.77018,2025-07-22,9,332.95,100,31.44
32.49702,47.20993,2025-07-22,9,312.09,79,7.57
32.16536,49.07287,2025-07-22,9,310.03,77,9.76
32.36362,47.69852,2025-07-22,9,315.04,87,13.35
32.36146,47.71071,2025-07-22,9,320.15,100,19.3
32.35878,47.70319,2025-07-22,9,313.32,83,12.64
32.35667,47.71543,2025-07-22,9,318.84,97,18.35
32.26513,47.25229,2025-07-22,9,318.3,96,14.58
32.1841,47.52283,2025-07-22,9,324.3,100,23.42
32.10984,47.55547,2025-07-22,9,310.59,76,7.8
32.11886,47.41453,2025-07-22,9,329.68,100,30.97
-7.66676,113.97173,2025-07-22,120,314.85,0,15.37
-8.51423,118.22276,2025-07-22,120,311.13,50,5.47
-8.1107,112.91611,2025-07-22,120,318.29,63,40.66
-8.1133,112.93233,2025-07-22,120,321.05,73,47.9
-9.36101,119.8917,2025-07-22,120,318.2,69,8.31
-9.42591,119.82819,2025-07-22,120,322.04,76,13.09
-9.80738,120.24944,2025-07-22,120,307.57,41,3.84
-9.98373,120.19234,2025-07-22,120,314.22,70,10.42
-13.93841,127.2656,2025-07-22,122,310.33,0,36.5
-17.38702,127.21279,2025-07-22,122,307.06,27,33.05
-17.40431,127.21034,2025-07-22,122,307.71,26,37.34
-17.38879,127.20727,2025-07-22,122,307.1,37,35.09
-20.79204,115.44725,2025-07-22,124,304.1,0,3.45
-23.20726,119.8319,2025-07-22,124,304.24,58,11.61
-23.25386,119.85561,2025-07-22,124,306.11,63,13.41
-1.88913,115.86756,2025-07-22,120,318.31,74,19.38
43.79331,143.86815,2025-07-22,105,315.41,28,45.59
38.7285,139.82022,2025-07-22,107,314.15,39,29.59
37.65486,139.88231,2025-07-22,107,311.76,23,27.32
37.54086,138.89772,2025-07-22,107,314.17,22,28.47
37.31107,138.79517,2025-07-22,107,312.9,43,25.97
37.22649,138.96506,2025-07-22,107,311.38,27,24.0
37.39176,136.903,2025-07-22,107,310.9,33,17.35
37.03694,137.85706,2025-07-22,107,312.57,0,19.44
36.07821,138.05859,2025-07-22,107,312.54,50,36.69
36.14849,137.25006,2025-07-22,107,313.86,47,27.49
36.13563,137.24535,2025-07-22,107,312.22,20,23.68
35.71563,138.47971,2025-07-22,107,316.61,31,43.84
36.06751,136.49783,2025-07-22,107,313.75,21,18.97
35.48384,138.80751,2025-07-22,107,311.42,34,34.78
35.64855,136.06671,2025-07-22,107,313.97,51,21.09
36.98215,126.71124,2025-07-22,107,317.93,35,9.32
35.46706,135.39836,2025-07-22,107,312.62,34,13.62
36.12282,128.11626,2025-07-22,107,314.39,24,6.45
35.94427,128.21712,2025-07-22,107,313.66,39,5.71
35.94276,128.22787,2025-07-22,107,316.75,67,7.81
35.73412,128.45877,2025-07-22,107,317.2,58,9.01
35.73258,128.46948,2025-07-22,107,315.72,43,7.79
35.6455,128.74275,2025-07-22,107,310.15,21,4.38
35.2761,128.99733,2025-07-22,109,316.25,0,7.15
34.63726,132.30382,2025-07-22,109,309.66,50,8.82
32.81499,131.60194,2025-07-22,109,310.38,48,8.11
32.50677,131.29437,2025-07-22,109,309.11,46,8.06
66.52846,167.80997,2025-07-22,56,300.46,13,15.3
69.06212,133.10194,2025-07-22,58,350.62,95,117.59
69.05952,133.14183,2025-07-22,58,317.54,56,18.45
69.06242,133.09608,2025-07-22,58,341.87,91,81.32
69.05972,133.1358,2025-07-22,58,325.32,68,32.91
69.043,133.04558,2025-07-22,58,331.46,84,50.99
69.04034,133.08531,2025-07-22,58,320.42,73,24.52
66.99839,136.63052,2025-07-22,58,356.68,93,96.57
66.98897,136.62332,2025-07-22,58,339.22,68,46.5
10.73769,-71.22382,2025-07-22,209,303.18,53,5.04
22.21228,-78.54525,2025-07-22,213,309.17,76,7.38
-29.43879,-60.84597,2025-07-22,158,300.95,22,10.61
-29.43534,-60.85322,2025-07-22,158,304.17,59,14.5
-29.70303,-62.98014,2025-07-22,158,336.77,100,48.71
-29.69366,-62.98214,2025-07-22,158,333.04,100,42.18
-7.95189,-71.45911,2025-07-22,204,309.65,78,9.14
-29.48759,-62.26967,2025-07-22,158,328.26,100,39.12
6.77458,-73.81208,2025-07-22,209,300.09,16,5.66
-29.4896,-62.28206,2025-07-22,158,301.74,44,8.78
9.64923,-63.57196,2025-07-22,209,311.92,84,121.89
-29.47787,-62.27182,2025-07-22,158,304.78,62,11.5
9.61836,-63.70132,2025-07-22,209,300.65,31,55.5
-28.52928,-60.88488,2025-07-22,158,303.07,53,12.81
9.65404,-63.53502,2025-07-22,209,301.02,37,56.68
-28.51581,-60.87215,2025-07-22,158,314.57,89,27.0
-0.8301,14.43632,2025-07-22,156,304.52,60,7.01
9.64946,-63.57739,2025-07-22,209,311.35,82,118.23
-28.51855,-60.88737,2025-07-22,158,302.42,36,11.63
-0.83158,14.44625,2025-07-22,156,302.32,48,5.46
-0.83946,14.435,2025-07-22,156,324.84,100,26.97
-28.52446,-60.87659,2025-07-22,158,312.26,84,23.66
-0.84093,14.44496,2025-07-22,156,311.43,82,12.01
-0.84879,14.43358,2025-07-22,156,300.93,7,4.28
-28.51372,-60.87909,2025-07-22,158,317.04,94,31.04
-1.01547,14.5717,2025-07-22,156,310.2,79,12.09
-1.31711,14.04793,2025-07-22,156,307.2,71,9.92
-27.0033,-60.58867,2025-07-22,158,307.44,71,20.33
-1.31853,14.05755,2025-07-22,156,322.3,100,24.8
-1.77877,15.7283,2025-07-22,156,306.05,60,11.47
-1.78728,15.71468,2025-07-22,156,308.06,61,14.79
-6.85259,12.39178,2025-07-22,158,318.29,96,18.04
-6.85397,12.40112,2025-07-22,158,315.93,89,15.84
-8.08989,18.34581,2025-07-22,158,300.52,9,27.88
-8.08031,18.34227,2025-07-22,158,303.9,39,36.34
-7.46087,11.57317,2025-07-22,158,306.77,49,6.75
-25.92819,-63.89179,2025-07-22,200,314.89,90,18.9
-25.91877,-63.89365,2025-07-22,200,314.82,90,18.43
-24.18117,-64.71937,2025-07-22,200,354.79,100,86.23
-24.18281,-64.73002,2025-07-22,200,321.8,100,24.29
-24.17025,-64.71042,2025-07-22,200,318.76,97,21.04
-24.1719,-64.72108,2025-07-22,200,374.73,100,155.77
-24.17354,-64.73174,2025-07-22,200,307.14,70,10.88
-22.31837,-68.88074,2025-07-22,202,306.22,67,12.34
-20.43317,-60.69276,2025-07-22,202,310.79,81,34.82
-20.43527,-60.69788,2025-07-22,202,307.86,73,28.17
-18.61176,-59.04673,2025-07-22,202,301.09,37,23.84
-18.52351,-59.47209,2025-07-22,202,329.67,100,150.96
-18.52901,-59.50051,2025-07-22,202,305.07,63,35.46
-18.52386,-59.47757,2025-07-22,202,329.95,100,153.39
-18.09481,-59.56405,2025-07-22,202,302.71,35,23.79
-18.1002,-59.59222,2025-07-22,202,331.82,100,161.3
-18.08554,-59.59537,2025-07-22,202,335.62,100,186.6
-18.09542,-59.57055,2025-07-22,202,313.48,87,61.05
-18.10061,-59.59879,2025-07-22,202,326.79,100,127.77
-18.08073,-59.57376,2025-07-22,202,303.77,28,26.74
-18.08595,-59.60195,2025-07-22,202,330.56,100,151.99
-18.06604,-59.57687,2025-07-22,202,315.38,91,68.22
-18.07132,-59.6052,2025-07-22,202,305.57,28,31.94
-18.05135,-59.58005,2025-07-22,202,324.51,100,110.36
-18.05667,-59.60843,2025-07-22,202,322.04,100,97.92
-18.04201,-59.61153,2025-07-22,202,323.6,100,107.18
-18.04733,-59.63975,2025-07-22,202,323.14,100,104.18
-18.0423,-59.6167,2025-07-22,202,325.83,100,121.58
-18.04742,-59.64495,2025-07-22,202,317.44,95,76.57
-18.36432,-62.42105,2025-07-22,202,314.07,88,31.5
-18.36729,-62.43833,2025-07-22,202,324.38,100,55.72
-17.74246,-59.90163,2025-07-22,202,318.68,97,82.97
-17.74753,-59.92894,2025-07-22,202,304.36,60,31.49
-17.70017,-59.99526,2025-07-22,202,314.31,89,63.34
-17.70525,-60.02204,2025-07-22,202,339.87,100,209.39
-17.76912,-60.36074,2025-07-22,202,311.83,75,46.75
-17.77382,-60.38579,2025-07-22,202,349.59,100,263.52
-17.77849,-60.41074,2025-07-22,202,320.67,100,76.49
-17.78794,-60.41454,2025-07-22,202,310.47,51,40.71
-17.69856,-60.00112,2025-07-22,202,323.74,100,103.98
-17.70346,-60.02798,2025-07-22,202,327.29,100,123.06
-17.76499,-60.36716,2025-07-22,202,332.31,100,135.16
-17.7695,-60.39217,2025-07-22,202,340.51,100,188.37
-17.75102,-60.36996,2025-07-22,202,321.85,87,82.14
-17.66485,-59.98009,2025-07-22,202,301.46,41,22.75
-17.73703,-60.37262,2025-07-22,202,324.77,100,98.78
-17.74161,-60.39772,2025-07-22,202,308.46,26,33.78
-17.99189,-62.18655,2025-07-22,202,331.28,100,84.48
-17.97665,-62.17058,2025-07-22,202,303.83,57,16.6
-17.97979,-62.1889,2025-07-22,202,334.89,100,98.24
-17.96453,-62.17292,2025-07-22,202,340.86,100,123.78
-17.96769,-62.19124,2025-07-22,202,371.16,100,328.23
-17.95241,-62.17526,2025-07-22,202,312.04,84,31.54
-17.95559,-62.19357,2025-07-22,202,336.18,100,103.51
-17.59778,-60.27615,2025-07-22,202,305.05,63,27.68
-17.60246,-60.30136,2025-07-22,202,307.19,71,33.92
-17.63044,-60.45259,2025-07-22,202,302.65,29,24.14
-17.53491,-60.09793,2025-07-22,202,307.86,39,35.16
-17.60263,-60.45824,2025-07-22,202,317.44,95,66.5
-17.59459,-60.28241,2025-07-22,202,312.55,85,51.5
-17.5991,-60.30766,2025-07-22,202,303.37,55,23.79
-17.6216,-60.43406,2025-07-22,202,303.46,16,24.97
-17.53282,-60.02087,2025-07-22,202,302.47,49,24.32
-17.53767,-60.04769,2025-07-22,202,302.33,20,21.43
-17.60768,-60.43695,2025-07-22,202,308.71,50,38.42
-17.52816,-60.07729,2025-07-22,202,301.76,29,21.7
-17.53299,-60.10385,2025-07-22,202,307.12,70,36.95
-17.60273,-60.48974,2025-07-22,202,315.15,46,55.67
-17.58434,-60.46765,2025-07-22,202,313.53,87,53.15
-17.61392,-61.59762,2025-07-22,202,303.24,54,22.11
-17.19543,-61.46667,2025-07-22,202,311.1,82,36.35
-17.18247,-61.46943,2025-07-22,202,326.69,100,88.03
-17.1862,-61.4905,2025-07-22,202,307.91,73,29.63
-17.20276,-61.80701,2025-07-22,202,315.63,92,45.64
-17.19956,-61.79343,2025-07-22,202,302.32,48,19.02
-17.20301,-61.81358,2025-07-22,202,308.16,74,30.18
-17.39783,-62.97267,2025-07-22,202,306.7,69,20.27
-17.14051,-61.52781,2025-07-22,202,317.17,95,53.93
-16.79608,-60.93565,2025-07-22,202,311.53,83,42.24
-16.80045,-60.9598,2025-07-22,202,317.23,95,61.42
-16.78247,-60.9385,2025-07-22,202,359.61,100,343.36
-16.78684,-60.96249,2025-07-22,202,374.73,100,533.27
-16.78989,-60.94254,2025-07-22,202,374.91,100,539.06
-16.79409,-60.96669,2025-07-22,202,356.53,100,310.34
-17.12809,-63.15728,2025-07-22,202,300.21,21,11.35
-16.66376,-60.79356,2025-07-22,202,301.12,38,19.72
-16.66818,-60.77345,2025-07-22,202,300.71,32,19.52
-17.09213,-63.42873,2025-07-22,202,325.79,100,52.62
-16.39156,-59.57417,2025-07-22,202,310.36,80,59.43
-16.39724,-59.60473,2025-07-22,202,303.65,55,33.94
-16.68474,-61.18747,2025-07-22,202,300.09,16,17.23
-16.37639,-59.57758,2025-07-22,202,308.58,75,50.84
-16.38207,-59.60791,2025-07-22,202,322.49,100,118.29
-16.59458,-60.7631,2025-07-22,202,339.87,100,184.38
-16.59911,-60.78814,2025-07-22,202,317.01,94,63.0
-16.57158,-60.71576,2025-07-22,202,300.46,20,17.54
-16.57617,-60.74095,2025-07-22,202,330.37,100,127.52
-16.58073,-60.76597,2025-07-22,202,345.43,100,224.89
-16.58521,-60.79057,2025-07-22,202,328.73,100,113.27
-16.58969,-60.81522,2025-07-22,202,312.83,86,48.55
-16.36321,-59.67491,2025-07-22,202,322.84,100,126.4
-16.56223,-60.74351,2025-07-22,202,307.76,72,35.88
-16.33664,-59.61782,2025-07-22,202,337.54,100,228.31
-16.34243,-59.64819,2025-07-22,202,328.3,100,150.95
-16.34809,-59.67793,2025-07-22,202,330.14,100,166.7
-16.35385,-59.70818,2025-07-22,202,324.75,100,133.46
-16.56205,-60.82072,2025-07-22,202,306.78,61,30.32
-16.56649,-60.84484,2025-07-22,202,335.05,100,150.52
-16.38003,-59.58218,2025-07-22,202,316.3,93,83.76
-16.3855,-59.6126,2025-07-22,202,318.58,97,92.8
-16.58989,-60.76979,2025-07-22,202,357.65,100,342.39
-16.59422,-60.79472,2025-07-22,202,305.34,29,25.06
-16.56722,-60.72226,2025-07-22,202,317.93,96,70.29
-16.57165,-60.74759,2025-07-22,202,329.01,100,120.21
-16.57601,-60.77248,2025-07-22,202,306.33,33,28.41
-16.58032,-60.79713,2025-07-22,202,313.68,88,51.25
-16.58464,-60.82187,2025-07-22,202,303.7,12,21.24
-16.3401,-59.62275,2025-07-22,202,313.38,87,69.04
-16.34563,-59.65295,2025-07-22,202,322.1,100,113.93
-16.35111,-59.68291,2025-07-22,202,337.31,100,226.57
-16.35662,-59.71308,2025-07-22,202,315.51,91,82.93
-16.557,-60.82736,2025-07-22,202,349.13,100,254.7
-16.56128,-60.85151,2025-07-22,202,354.31,100,303.24
